P30F8,B,2014-09-12

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin, Homing Time1, Keyboard Homingtime, Typingtime, Word
0,1.487,350.000,150.000,353.000,155.000,0,0,27,400,0.000,3.077,2.287,0.327,her
1,4.852,293.653,541.899,287.000,548.000,0,0,27,400,0.000,1.090,1.187,1.293,scanner
2,3.762,458.128,181.749,462.000,184.000,0,0,27,400,0.000,1.053,1.386,1.095,scanner
3,7.595,198.850,480.972,198.000,486.000,0,0,27,400,0.000,0.796,0.810,1.373,street
4,6.505,531.926,266.917,532.000,269.000,0,0,27,400,0.000,0.853,1.005,0.299,you
5,5.452,152.036,378.463,148.000,376.000,0,0,27,400,0.000,1.148,1.148,1.214,printer
6,9.958,547.964,378.463,550.000,381.000,0,0,27,400,0.000,0.900,1.892,4.193,woods
7,8.868,168.074,266.917,171.000,276.000,0,0,27,400,0.000,0.942,0.910,3.356,apple
8,7.815,501.150,480.972,500.000,482.000,0,0,27,400,0.000,0.908,2.054,2.766,research
9,7.018,241.872,181.749,232.000,180.000,0,0,27,400,0.000,0.774,1.164,2.061,pittsburgh
10,12.148,406.347,541.899,401.000,550.000,0,0,27,400,0.000,0.908,0.958,2.094,table
11,11.058,350.000,150.000,348.000,156.000,0,0,27,400,0.000,0.789
