ZhenX250Y250,C,2014-08-07

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin
0,2.78161907196,350.0,50.0,339,53,1,0,19,600,2.40175425099
1,4.56424808502,312.400029931,647.634410394,316,649,0,0,19,600,0
2,6.41744709015,424.606966149,59.4250516614,431,62,0,0,19,600,0
3,8.01873588562,239.562634195,628.932945766,239,632,0,0,19,600,0
4,10.0428218842,494.526102231,87.1079959868,493,88,0,0,19,600,0
5,11.6326189041,173.664424312,592.705098312,170,598,0,0,19,600,0
6,13.7961900234,555.364131779,131.309411774,558,133,0,0,19,600,0
7,15.5121450424,118.846027167,541.227196925,124,541,0,0,19,600,0
8,17.4594318867,603.298377651,189.251961506,608,192,0,0,19,600,0
9,19.3038249016,78.5518842602,477.73378747,78,477,0,0,19,600,0
10,20.9157259464,635.316954889,257.294901688,631,252,0,0,19,600,0
11,23.2131340504,55.3138247814,406.214394376,63,403,0,0,19,600,0
12,25.6868169308,649.408018528,331.162844141,637,338,1,0,19,600,5.16706123515
13,27.1528038979,50.5919814715,331.162844141,53,334,0,0,19,600,0
14,29.072685957,644.686175219,406.214394376,639,403,0,0,19,600,0
15,30.9020750523,64.6830451115,257.294901688,70,256,0,0,19,600,0
16,32.7300410271,621.44811574,477.73378747,623,472,0,0,19,600,0
17,34.5526709557,96.7016223494,189.251961506,99,196,0,0,19,600,0
18,37.1602089405,581.153972833,541.227196925,575,541,0,0,19,600,0
19,38.8163619041,144.635868221,131.309411774,139,127,0,0,19,600,0
20,40.8100860119,526.335575688,592.705098312,531,589,0,0,19,600,0
21,42.8107628822,205.473897769,87.1079959868,201,88,0,0,19,600,0
22,44.489137888,460.437365805,628.932945766,462,624,0,0,19,600,0
23,46.3153839111,275.393033851,59.4250516614,270,58,0,0,19,600,0
24,48.3635439873,387.599970069,647.634410394,386,641,0,0,19,600,0
25,51.7539389133,350.0,50.0,339,49,1,0,19,600,2.04536101719
