P2M6,C,2014-09-17

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin, Homing Time1, Keyboard Homingtime, Typingtime, Word
0,0.337,350.000,150.000,351.000,147.000,0,0,13,400,0.000,0.416,0.751,0.719,sheets
1,1.603,293.653,541.899,295.000,539.000,0,0,13,400,0.000,0.353,0.960,0.627,yahoo
2,1.250,458.128,181.749,461.000,185.000,0,0,13,400,0.000,0.428,0.845,1.351,pittsburgh
3,2.657,198.850,480.972,199.000,478.000,0,0,13,400,0.000,0.475,1.002,0.301,you
4,2.303,531.926,266.917,535.000,261.000,1,0,13,400,0.668,0.447,0.716,0.489,woods
5,1.875,152.036,378.463,151.000,378.000,0,0,13,400,0.000,0.482,0.790,0.507,gates
6,3.877,547.964,378.463,545.000,378.000,0,0,13,400,0.000,0.293,0.740,1.491,friend
7,3.523,168.074,266.917,166.000,266.000,0,0,13,400,0.000,0.480,0.881,1.043,backpack
8,3.095,501.150,480.972,502.000,482.000,0,0,13,400,0.000,0.434,1.006,1.423,pittsburgh
9,2.620,241.872,181.749,241.000,177.000,0,0,13,400,0.000,0.474,0.802,0.672,center
10,5.349,406.347,541.899,407.000,540.000,0,0,13,400,0.000,0.269,0.689,0.886,college
11,4.996,350.000,150.000,353.000,153.000,0,0,13,400,0.000,0.328
