ZhenX200Y200T0K10,A,2014-08-12

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin
0,7.07771492004,350.0,150.0,328,143,0,0,133,400,0
1,8.20053291321,324.933353287,548.422940263,316,571,0,0,133,400,0
2,9.24166202545,399.737977433,156.283367774,379,151,0,0,133,400,0
3,10.0818719864,276.375089463,535.955297178,285,536,0,0,133,400,0
4,10.9308760166,446.35073482,174.738663991,397,187,0,0,133,400,0
5,11.750221014,232.442949542,511.803398875,212,497,0,0,133,400,0
6,12.5517148972,486.909421186,204.206274516,455,198,0,0,133,400,0
7,13.3225080967,195.897351445,477.48479795,211,485,0,0,133,400,0
8,14.0883760452,518.8655851,242.834641004,518,270,0,0,133,400,0
9,14.7613520622,169.034589507,435.155858313,196,443,0,0,133,400,0
10,15.4027090073,540.211303259,288.196601125,533,303,0,0,133,400,0
11,16.0625329018,153.542549854,387.476262917,159,384,0,0,133,400,0
12,16.7205879688,549.605345686,337.441896094,555,357,0,0,133,400,0
13,17.3813359737,150.394654314,337.441896094,140,348,0,0,133,400,0
14,18.0388870239,546.457450146,387.476262917,588,363,0,0,133,400,0
15,18.8367519379,159.788696741,288.196601125,188,231,0,0,133,400,0
16,19.7498679161,530.965410493,435.155858313,521,439,0,0,133,400,0
17,20.7186539173,181.1344149,242.834641004,194,230,0,0,133,400,0
18,21.3977389336,504.102648555,477.48479795,470,484,0,0,133,400,0
19,22.1263849735,213.090578814,204.206274516,168,229,0,0,133,400,0
20,22.8854720592,467.557050458,511.803398875,455,505,0,0,133,400,0
21,23.6097800732,253.64926518,174.738663991,291,177,0,0,133,400,0
22,24.4299240112,423.624910537,535.955297178,414,491,0,0,133,400,0
23,25.2208778858,300.262022567,156.283367774,313,178,0,0,133,400,0
24,26.1652750969,375.066646713,548.422940263,379,523,0,0,133,400,0
25,26.9489850998,350.0,150.0,305,178,0,0,133,400,0
