ZhenMSlow,B,2014-08-11

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin
0,1.10055398941,350.0,150.0,350,145,0,0,58,400,0
1,3.23579907417,324.933353287,548.422940263,331,543,0,0,58,400,0
2,4.66749596596,399.737977433,156.283367774,399,157,0,0,58,400,0
3,6.50745296478,276.375089463,535.955297178,283,534,0,0,58,400,0
4,7.7795779705,446.35073482,174.738663991,447,173,0,0,58,400,0
5,9.41939115524,232.442949542,511.803398875,240,493,0,0,58,400,0
6,10.8596971035,486.909421186,204.206274516,487,196,0,0,58,400,0
7,12.4996540546,195.897351445,477.48479795,199,475,0,0,58,400,0
8,14.1713850498,518.8655851,242.834641004,519,244,0,0,58,400,0
9,15.6594409943,169.034589507,435.155858313,175,431,0,0,58,400,0
10,17.155782938,540.211303259,288.196601125,540,287,0,0,58,400,0
11,18.7792201042,153.542549854,387.476262917,157,384,0,0,58,400,0
12,20.1797299385,549.605345686,337.441896094,548,333,0,0,58,400,0
13,21.9132349491,150.394654314,337.441896094,155,337,0,0,58,400,0
14,23.6074490547,546.457450146,387.476262917,550,387,0,0,58,400,0
15,24.8577489853,159.788696741,288.196601125,166,281,0,0,58,400,0
16,26.2551290989,530.965410493,435.155858313,528,438,0,0,58,400,0
17,27.9336569309,181.1344149,242.834641004,171,237,0,0,58,400,0
18,29.4815399647,504.102648555,477.48479795,508,473,0,0,58,400,0
19,30.8973939419,213.090578814,204.206274516,215,196,0,0,58,400,0
20,32.6875720024,467.557050458,511.803398875,466,509,0,0,58,400,0
21,34.2390799522,253.64926518,174.738663991,249,175,0,0,58,400,0
22,36.0593690872,423.624910537,535.955297178,399,469,1,0,58,400,42.3400170949
23,37.4188101292,300.262022567,156.283367774,298,160,0,0,58,400,0
24,39.359251976,375.066646713,548.422940263,375,552,0,0,58,400,0
25,40.9633960724,350.0,150.0,349,156,0,0,58,400,0
