TestThree,C,2014-08-27

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin, Homing Time1, Keyboard Homingtime, Typingtime, Word
0,1.197,350.000,50.000,357.000,53.000,0,0,19,600,0.000,0.434,0.683,1.808,fountainless
1,5.437,265.480,637.848,258.000,629.000,1,0,19,600,2.586,0.132,0.652,1.544,floweriness
2,8.847,512.192,97.624,515.000,102.000,0,0,19,600,0.000,0.164,0.705,1.216,geophagism
3,11.953,123.275,546.458,125.000,550.000,0,0,19,600,0.000,0.318,0.703,0.856,nonsawing
4,14.628,622.890,225.375,626.000,222.000,0,0,19,600,0.000,0.344,0.565,2.360,defencelessly
5,18.676,53.054,392.694,61.000,392.000,0,0,19,600,0.000,0.361,0.605,1.216,israel
6,21.746,646.946,392.694,647.000,391.000,0,0,19,600,0.000,0.378,0.719,0.472,candle
7,24.096,77.110,225.375,74.000,225.000,0,0,19,600,0.000,0.300,0.681,1.056,sicilies
8,27.018,576.725,546.458,576.000,543.000,0,0,19,600,0.000,0.262,0.703,1.416,warmthless
9,30.639,187.808,97.624,184.000,99.000,0,0,19,600,0.000,0.163,0.731,1.592,quadrivalency
10,34.083,434.520,637.848,438.000,637.000,0,0,19,600,0.000,0.385,0.695,1.856,overfemininity
11,37.884,350.000,50.000,346.000,42.000,0,0,19,600,0.000,0.468
