TestThree,B,2014-08-27

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin, Homing Time1, Keyboard Homingtime, Typingtime, Word
0,0.869,350.000,150.000,361.000,165.000,0,0,58,400,0.000,0.482,0.523,0.744,shinnston
1,2.897,293.653,541.899,297.000,529.000,0,0,58,400,0.000,0.288,0.535,1.304,autopotamic
2,5.667,458.128,181.749,469.000,165.000,0,0,58,400,0.000,0.400,0.757,1.561,phycocolloid
3,8.771,198.850,480.972,214.000,465.000,0,0,58,400,0.000,0.266,0.621,2.048,fountainless
4,12.349,531.926,266.917,540.000,270.000,0,0,58,400,0.000,0.234,0.635,0.536,keifer
5,14.317,152.036,378.463,149.000,383.000,0,0,58,400,0.000,0.244,0.843,1.088,disincline
6,17.212,547.964,378.463,561.000,367.000,0,0,58,400,0.000,0.144,0.709,1.960,republicanising
7,21.013,168.074,266.917,132.000,246.000,1,0,58,400,12.699,0.258,0.620,1.184,understage
8,24.038,501.150,480.972,497.000,498.000,0,0,58,400,0.000,0.594,0.611,1.800,quadrivalency
9,27.342,241.872,181.749,259.000,177.000,0,0,58,400,0.000,0.413,0.499,1.664,lancewood
10,30.440,406.347,541.899,419.000,528.000,0,0,58,400,0.000,0.356,0.529,0.920,weslaco
11,32.804,350.000,150.000,360.000,134.000,0,0,58,400,0.000,0.290
