StevenX350Y250,B,2014-08-07

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin
0,0.812820911407,350.0,150.0,338,159,0,0,58,400,0
1,1.92341685295,324.933353287,548.422940263,308,555,0,0,58,400,0
2,2.92688798904,399.737977433,156.283367774,390,168,0,0,58,400,0
3,3.8670399189,276.375089463,535.955297178,285,541,0,0,58,400,0
4,4.7084197998,446.35073482,174.738663991,437,184,0,0,58,400,0
5,5.60914897919,232.442949542,511.803398875,219,531,0,0,58,400,0
6,8.05691289902,486.909421186,204.206274516,474,209,0,0,58,400,0
7,9.22794294357,195.897351445,477.48479795,202,463,0,0,58,400,0
8,12.3364019394,518.8655851,242.834641004,529,242,0,0,58,400,0
9,13.5445058346,169.034589507,435.155858313,177,429,0,0,58,400,0
10,18.3421828747,540.211303259,288.196601125,545,288,0,0,58,400,0
11,20.0302889347,153.542549854,387.476262917,180,371,1,0,58,400,2.16831576985
12,21.9765110016,549.605345686,337.441896094,560,332,0,0,58,400,0
13,23.0546848774,150.394654314,337.441896094,164,332,0,0,58,400,0
14,23.9139158726,546.457450146,387.476262917,539,395,0,0,58,400,0
15,24.9876379967,159.788696741,288.196601125,176,290,0,0,58,400,0
16,25.9749789238,530.965410493,435.155858313,526,432,0,0,58,400,0
17,26.7940969467,181.1344149,242.834641004,183,237,0,0,58,400,0
18,27.6703100204,504.102648555,477.48479795,493,477,0,0,58,400,0
19,28.5032110214,213.090578814,204.206274516,211,196,0,0,58,400,0
20,29.4517509937,467.557050458,511.803398875,453,505,0,0,58,400,0
21,30.3315858841,253.64926518,174.738663991,265,184,0,0,58,400,0
22,31.2223968506,423.624910537,535.955297178,417,540,0,0,58,400,0
23,32.0057349205,300.262022567,156.283367774,298,166,0,0,58,400,0
24,32.926846981,375.066646713,548.422940263,376,545,0,0,58,400,0
25,34.4406750202,350.0,150.0,338,161,0,0,58,400,0
