ZhenX200Y200T5K5,C,2014-08-12

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin
0,1.62262892723,350.0,50.0,348,51,0,0,19,600,0
1,3.44630908966,312.400029931,647.634410394,318,646,0,0,19,600,0
2,4.93411707878,424.606966149,59.4250516614,427,63,0,0,19,600,0
3,6.89283108711,239.562634195,628.932945766,245,640,1,0,19,600,3.33063811445
4,11.0424449444,494.526102231,87.1079959868,485,84,1,0,19,600,1.02029254865
5,12.7495028973,173.664424312,592.705098312,167,591,0,0,19,600,0
6,15.4992449284,555.364131779,131.309411774,560,143,1,0,19,600,3.57621275448
7,17.2475409508,118.846027167,541.227196925,118,543,0,0,19,600,0
8,19.3826811314,603.298377651,189.251961506,609,188,0,0,19,600,0
9,21.1228740215,78.5518842602,477.73378747,77,475,0,0,19,600,0
10,23.79834795,635.316954889,257.294901688,628,260,0,0,19,600,0
11,25.7267990112,55.3138247814,406.214394376,47,408,0,0,19,600,0
12,27.7275769711,649.408018528,331.162844141,646,329,0,0,19,600,0
13,30.802891016,50.5919814715,331.162844141,41,328,1,0,19,600,1.09998473323
14,32.916121006,644.686175219,406.214394376,637,408,0,0,19,600,0
15,35.2486541271,64.6830451115,257.294901688,60,251,0,0,19,600,0
16,37.8887999058,621.44811574,477.73378747,628,469,1,0,19,600,1.91816060157
17,39.7618589401,96.7016223494,189.251961506,97,189,0,0,19,600,0
18,41.9542078972,581.153972833,541.227196925,587,543,0,0,19,600,0
19,44.105463028,144.635868221,131.309411774,147,127,0,0,19,600,0
20,46.2669711113,526.335575688,592.705098312,531,588,0,0,19,600,0
21,48.3342571259,205.473897769,87.1079959868,204,89,0,0,19,600,0
22,50.6988759041,460.437365805,628.932945766,464,626,0,0,19,600,0
23,52.9698441029,275.393033851,59.4250516614,275,57,0,0,19,600,0
24,56.8422169685,387.599970069,647.634410394,262,63,1,0,19,600,588.973867572
25,58.6124510765,350.0,50.0,348,48,0,0,19,600,0
