ZhenX200Y200T5K5,A,2014-08-12

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin
0,0.505987882614,350.0,150.0,348,146,0,0,133,400,0
1,1.38791489601,324.933353287,548.422940263,356,554,0,0,133,400,0
2,2.27680492401,399.737977433,156.283367774,386,182,0,0,133,400,0
3,2.98060488701,276.375089463,535.955297178,291,554,0,0,133,400,0
4,3.86030197144,446.35073482,174.738663991,442,196,0,0,133,400,0
5,4.60707497597,232.442949542,511.803398875,235,492,0,0,133,400,0
6,5.53821992874,486.909421186,204.206274516,498,200,0,0,133,400,0
7,6.2553050518,195.897351445,477.48479795,190,467,0,0,133,400,0
8,6.97992110252,518.8655851,242.834641004,521,234,0,0,133,400,0
9,7.70391702652,169.034589507,435.155858313,196,416,0,0,133,400,0
10,8.43843889236,540.211303259,288.196601125,521,274,0,0,133,400,0
11,9.19422292709,153.542549854,387.476262917,168,380,0,0,133,400,0
12,9.807295084,549.605345686,337.441896094,574,345,0,0,133,400,0
13,10.5393140316,150.394654314,337.441896094,153,349,0,0,133,400,0
14,11.2265889645,546.457450146,387.476262917,519,418,0,0,133,400,0
15,11.9988899231,159.788696741,288.196601125,136,293,0,0,133,400,0
16,12.6602458954,530.965410493,435.155858313,558,446,0,0,133,400,0
17,13.5028738976,181.1344149,242.834641004,218,258,0,0,133,400,0
18,14.2312889099,504.102648555,477.48479795,500,456,0,0,133,400,0
19,14.967345953,213.090578814,204.206274516,216,200,0,0,133,400,0
20,15.656637907,467.557050458,511.803398875,472,485,0,0,133,400,0
21,16.4386270046,253.64926518,174.738663991,248,202,0,0,133,400,0
22,17.1807301044,423.624910537,535.955297178,415,537,0,0,133,400,0
23,17.9758789539,300.262022567,156.283367774,300,182,0,0,133,400,0
24,18.687541008,375.066646713,548.422940263,384,529,0,0,133,400,0
25,19.4910960197,350.0,150.0,358,155,0,0,133,400,0
