P41F3,C,2014-09-02

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin, Homing Time1, Keyboard Homingtime, Typingtime, Word
0,4.362,350.000,50.000,353.000,43.000,1,0,13,600,1.616,1.005,0.874,0.967,government
1,6.693,265.480,637.848,262.000,633.000,0,0,13,600,0.000,0.629,2.361,0.747,college
2,8.563,512.192,97.624,510.000,96.000,0,0,13,600,0.000,0.668,1.312,1.657,printer
3,11.126,123.275,546.458,121.000,542.000,0,0,13,600,0.000,0.816,1.431,1.893,pittsburgh
4,12.748,622.890,225.375,622.000,224.000,0,0,13,600,0.000,0.883,0.859,0.428,chair
5,16.284,53.054,392.694,56.000,401.000,1,0,13,600,2.813,0.733,1.344,0.651,center
6,17.480,646.946,392.694,647.000,388.000,0,0,13,600,0.000,0.714,0.877,0.636,fingers
7,24.797,77.110,225.375,76.000,224.000,0,0,13,600,0.000,0.639,2.323,2.302,door
8,27.813,576.725,546.458,579.000,542.000,0,0,13,600,0.000,0.778,1.267,0.203,him
9,30.004,187.808,97.624,190.000,95.000,0,0,13,600,0.000,1.131,0.893,1.072,cafe
10,31.784,434.520,637.848,433.000,635.000,0,0,13,600,0.000,1.555,1.169,0.504,bring
11,33.060,350.000,50.000,354.000,49.000,0,0,13,600,0.000,0.807
