StevenMousejl,C,2014-08-07

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin
0,0.662281990051,350.0,50.0,351,55,0,0,19,600,0
1,1.65412902832,312.400029931,647.634410394,310,651,0,0,19,600,0
2,2.55026292801,424.606966149,59.4250516614,426,58,0,0,19,600,0
3,3.5581638813,239.562634195,628.932945766,244,630,0,0,19,600,0
4,4.45423698425,494.526102231,87.1079959868,495,88,0,0,19,600,0
5,5.56634688377,173.664424312,592.705098312,177,596,0,0,19,600,0
6,6.6622338295,555.364131779,131.309411774,560,133,0,0,19,600,0
7,7.63022398949,118.846027167,541.227196925,112,545,0,0,19,600,0
8,8.53422498703,603.298377651,189.251961506,609,189,0,0,19,600,0
9,9.57410883904,78.5518842602,477.73378747,72,482,0,0,19,600,0
10,10.5101959705,635.316954889,257.294901688,639,255,0,0,19,600,0
11,11.262182951,55.3138247814,406.214394376,53,404,0,0,19,600,0
12,11.9901599884,649.408018528,331.162844141,651,330,0,0,19,600,0
13,12.8461949825,50.5919814715,331.162844141,54,339,0,0,19,600,0
14,13.5502138138,644.686175219,406.214394376,646,406,0,0,19,600,0
15,14.3021819592,64.6830451115,257.294901688,65,253,0,0,19,600,0
16,15.0221619606,621.44811574,477.73378747,630,480,0,0,19,600,0
17,15.7741658688,96.7016223494,189.251961506,89,187,0,0,19,600,0
18,16.7901299,581.153972833,541.227196925,584,540,0,0,19,600,0
19,17.5420928001,144.635868221,131.309411774,146,133,0,0,19,600,0
20,18.5021388531,526.335575688,592.705098312,530,594,0,0,19,600,0
21,19.3821368217,205.473897769,87.1079959868,204,89,0,0,19,600,0
22,20.342140913,460.437365805,628.932945766,464,630,0,0,19,600,0
23,21.1981139183,275.393033851,59.4250516614,274,59,0,0,19,600,0
24,22.2461190224,387.599970069,647.634410394,393,648,0,0,19,600,0
25,23.3740179539,350.0,50.0,354,49,0,0,19,600,0
