filename, meanMT, stdMT, meanDistance, stdDistance, errorRate,outlierRate, IDe, meanWidth, meanDist, ID, width, distance,TP 
FLT/P9/fingers/P9F1/P9F1fingersC,1.9827,6.1704,593.4519,4.2388,0.1818,0.0000,6.4557,6.8392,593.4519,5.5593,13.0000,600.0000,3.2561
FLT/P9/fingers/P9F1/P9F1fingersB,0.7604,5.2173,397.4436,9.9482,0.0909,0.0000,4.8607,14.1671,397.4436,3.9832,27.0000,400.0000,6.3923
FLT/P9/fingers/P9F1/P9F1fingersA,0.3737,2.9221,388.1156,12.0596,0.0909,0.0000,4.5048,17.8836,388.1156,3.0032,57.0000,400.0000,12.0545
FLT/P9/fingers/P9F3/P9F3fingersB,0.7699,2.6607,396.9403,4.5280,0.0000,0.0000,5.0568,12.2946,396.9403,3.9832,27.0000,400.0000,6.5681
FLT/P9/fingers/P9F3/P9F3fingersC,4.3516,9.9268,397.0428,4.4114,0.3636,0.0000,5.9039,6.7435,397.0428,4.9896,13.0000,400.0000,1.3567
FLT/P9/fingers/P9F3/P9F3fingersA,0.7934,2.4619,394.1151,10.1378,0.0000,0.0000,4.5356,17.7586,394.1151,3.0032,57.0000,400.0000,5.7169
FLT/P9/fingers/P9F7/P9F7fingersC,2.7253,4.5584,393.1993,2.9116,0.4545,0.0000,6.2992,5.0572,393.1993,4.9896,13.0000,400.0000,2.3114
FLT/P9/fingers/P9F7/P9F7fingersA,0.3651,2.1209,342.5606,115.4071,0.2727,0.0000,4.1666,20.2002,342.5606,3.0032,57.0000,400.0000,11.4114
FLT/P9/fingers/P9F7/P9F7fingersB,0.2441,2.5989,359.1142,111.3569,0.1818,0.0000,5.0787,10.9509,359.1142,3.9832,27.0000,400.0000,20.8047
FLT/P9/fingers/P9F8/P9F8fingersC,2.0871,3.7128,363.1093,84.2554,0.1818,0.0000,5.8883,6.2355,363.1093,4.9896,13.0000,400.0000,2.8213
FLT/P9/fingers/P9F8/P9F8fingersA,1.4594,3.5067,363.3768,86.0235,0.0909,0.0000,3.8161,27.7708,363.3768,3.0032,57.0000,400.0000,2.6148
FLT/P9/fingers/P9F8/P9F8fingersB,1.0160,2.4928,394.0461,5.0468,0.0000,0.0000,5.1546,11.3819,394.0461,3.9832,27.0000,400.0000,5.0735
FLT/P9/fingers/P9F5/P9F5fingersC,0.6860,2.9767,589.4891,12.8186,0.2727,0.0000,6.9523,4.7989,589.4891,5.5593,13.0000,600.0000,10.1346
FLT/P9/fingers/P9F5/P9F5fingersA,1.9829,4.2102,363.7067,77.1972,0.0909,0.0000,4.0407,23.5283,363.7067,3.0032,57.0000,400.0000,2.0378
FLT/P9/fingers/P9F5/P9F5fingersB,0.6258,2.6829,364.7608,73.0408,0.0909,0.0000,5.3867,8.9323,364.7608,3.9832,27.0000,400.0000,8.6077
FLT/P9/fingers/P9F4/P9F4fingersA,1.0503,3.1982,390.2213,5.3738,0.0909,0.0000,4.1680,22.9861,390.2213,3.0032,57.0000,400.0000,3.9684
FLT/P9/fingers/P9F4/P9F4fingersB,0.4373,1.9049,395.0787,4.8695,0.0909,0.0000,4.9125,13.5692,395.0787,3.9832,27.0000,400.0000,11.2336
FLT/P9/fingers/P9F4/P9F4fingersC,2.1252,6.0538,397.8404,2.9729,0.1818,0.0000,5.8828,6.8583,397.8404,4.9896,13.0000,400.0000,2.7681
FLT/P9/trackpad/P9T8/P9T8trackpadB,0.7535,1.7084,394.7031,3.0120,0.0000,0.0000,5.2291,10.8117,394.7031,3.9832,27.0000,400.0000,6.9402
FLT/P9/trackpad/P9T8/P9T8trackpadA,0.5925,1.4126,387.8299,7.2775,0.0000,0.0000,4.0337,25.2191,387.8299,3.0032,57.0000,400.0000,6.8074
FLT/P9/trackpad/P9T8/P9T8trackpadC,0.5894,1.5989,394.5311,3.5256,0.0909,0.0000,6.2298,5.3277,394.5311,4.9896,13.0000,400.0000,10.5698
FLT/P9/trackpad/P9T2/P9T2trackpadA,0.7115,1.9146,394.4430,7.8696,0.0000,0.0000,4.8405,14.2652,394.4430,3.0032,57.0000,400.0000,6.8028
FLT/P9/trackpad/P9T2/P9T2trackpadC,1.1926,2.2419,395.2781,2.4306,0.0000,0.0000,6.2096,5.4141,395.2781,4.9896,13.0000,400.0000,5.2066
FLT/P9/trackpad/P9T2/P9T2trackpadB,0.7972,1.7630,395.9822,4.2265,0.0000,0.0000,5.5913,8.3873,395.9822,3.9832,27.0000,400.0000,7.0139
FLT/P9/trackpad/P9T3/P9T32ndTimeC,0.9660,2.7037,397.0508,2.2252,0.0000,0.0000,6.2418,5.3167,397.0508,4.9896,13.0000,400.0000,6.4615
FLT/P9/trackpad/P9T3/P9T32ndTimeA,0.7081,1.6125,388.0260,7.4451,0.0000,0.0000,4.0543,24.8525,388.0260,3.0032,57.0000,400.0000,5.7256
FLT/P9/trackpad/P9T3/P9T32ndTimeB,0.7047,1.5890,396.0516,5.8249,0.0000,0.0000,5.2137,10.9684,396.0516,3.9832,27.0000,400.0000,7.3981
FLT/P9/trackpad/P9T1/P9T1trackpadA,0.6764,1.5629,387.3799,8.1063,0.0000,0.0000,3.7938,30.1019,387.3799,3.0032,57.0000,400.0000,5.6091
FLT/P9/trackpad/P9T1/P9T1trackpadC,1.2747,2.7186,593.2473,2.3732,0.0000,0.0000,7.1359,4.2482,593.2473,5.5593,13.0000,600.0000,5.5980
FLT/P9/trackpad/P9T1/P9T1trackpadB,1.5399,10.8781,394.8578,3.4677,0.0000,0.0000,5.3585,9.8648,394.8578,3.9832,27.0000,400.0000,3.4798
FLT/P9/trackpad/P9T5/P9T5trackpadB,0.7838,1.8409,397.1826,3.5430,0.0000,0.0000,5.7208,7.6768,397.1826,3.9832,27.0000,400.0000,7.2986
FLT/P9/trackpad/P9T5/P9T5trackpadC,1.1057,3.4876,594.3467,2.4944,0.0000,0.0000,6.6231,6.0913,594.3467,5.5593,13.0000,600.0000,5.9898
FLT/P9/trackpad/P9T5/P9T5trackpadA,0.7171,1.5902,390.6043,8.1843,0.0000,0.0000,4.2334,21.9315,390.6043,3.0032,57.0000,400.0000,5.9036
FLT/P9/trackpad/P9T7/P9T7trackpadA,0.7107,1.4995,393.8212,8.0691,0.0000,0.0000,4.2164,22.3902,393.8212,3.0032,57.0000,400.0000,5.9325
FLT/P9/trackpad/P9T7/P9T7trackpadC,0.8347,1.8416,395.8679,2.1820,0.0000,0.0000,6.6010,4.1204,395.8679,4.9896,13.0000,400.0000,7.9080
FLT/P9/trackpad/P9T7/P9T7trackpadB,0.7520,1.6496,394.6146,4.1850,0.0000,0.0000,5.2082,10.9711,394.6146,3.9832,27.0000,400.0000,6.9258
FLT/P9/trackpad/P9T6/P9T6trackpadC,1.0092,1.9946,395.1864,2.3922,0.0000,0.0000,6.3182,5.0153,395.1864,4.9896,13.0000,400.0000,6.2608
FLT/P9/trackpad/P9T6/P9T6trackpadB,0.7091,1.6442,397.4346,3.7516,0.0000,0.0000,5.1947,11.1565,397.4346,3.9832,27.0000,400.0000,7.3259
FLT/P9/trackpad/P9T6/P9T6trackpadA,0.6397,1.6112,386.3384,8.2704,0.0000,0.0000,4.1175,23.6188,386.3384,3.0032,57.0000,400.0000,6.4363
FLT/P9/trackpad/P9T4/P9T4trackpadC,0.7187,2.0582,395.8933,3.0773,0.0909,0.0000,6.1438,5.6793,395.8933,4.9896,13.0000,400.0000,8.5485
FLT/P9/trackpad/P9T4/P9T4trackpadA,0.6800,1.9367,390.9883,7.7729,0.0000,0.0000,4.1601,23.1660,390.9883,3.0032,57.0000,400.0000,6.1178
FLT/P9/trackpad/P9T4/P9T4trackpadB,0.8085,1.7698,396.8457,4.4856,0.0000,0.0000,4.8019,14.7562,396.8457,3.9832,27.0000,400.0000,5.9396
FLT/P22/fingers/P22F2/P22F2fingersA,2.4031,5.3150,401.1711,13.5720,0.1818,0.0000,4.0308,26.1424,401.1711,3.0032,57.0000,400.0000,1.6773
FLT/P22/fingers/P22F2/P22F2fingersC,1.3160,3.8542,395.3655,3.5039,0.2727,0.0000,6.0232,6.1739,395.3655,4.9896,13.0000,400.0000,4.5769
FLT/P22/fingers/P22F2/P22F2fingersB,1.5771,3.4381,341.6080,94.6786,0.1818,0.0000,4.7094,13.5759,341.6080,3.9832,27.0000,400.0000,2.9861
FLT/P22/fingers/P22F6/P22F6fingersB,0.7767,2.3125,389.7569,11.0363,0.1818,0.0000,4.7816,14.7049,389.7569,3.9832,27.0000,400.0000,6.1566
FLT/P22/fingers/P22F6/P22F6fingersC,1.6064,4.8518,554.4333,60.5920,0.5455,0.0000,7.3430,3.4361,554.4333,5.5593,13.0000,600.0000,4.5711
FLT/P22/fingers/P22F6/P22F6fingersA,0.9835,2.4851,374.1310,32.1729,0.2727,0.0000,4.1417,22.4691,374.1310,3.0032,57.0000,400.0000,4.2112
FLT/P22/fingers/P22F1/P22F1fingersA,1.0259,4.1570,372.8148,29.7348,0.1818,0.0000,3.6469,32.3443,372.8148,3.0032,57.0000,400.0000,3.5549
FLT/P22/fingers/P22F1/P22F1fingersB,3.1037,8.9648,393.5281,15.1486,0.3636,0.0000,4.6969,15.7811,393.5281,3.9832,27.0000,400.0000,1.5133
FLT/P22/fingers/P22F1/P22F1fingersC,2.3098,9.3491,395.8738,9.5964,0.4545,0.0000,5.7747,7.3655,395.8738,4.9896,13.0000,400.0000,2.5001
FLT/P22/fingers/P22F3/P22F3fingersA,0.3643,1.9712,390.8124,18.0950,0.0909,0.0000,5.0564,12.1086,390.8124,3.0032,57.0000,400.0000,13.8798
FLT/P22/fingers/P22F3/P22F3fingersC,6.4859,10.1706,396.2632,3.6314,0.2727,0.0000,6.1649,5.6009,396.2632,4.9896,13.0000,400.0000,0.9505
FLT/P22/fingers/P22F3/P22F3fingersB,-0.2038,1.5368,360.7293,77.9141,0.4545,0.0000,4.8334,13.1122,360.7293,3.9832,27.0000,400.0000,-23.7127
FLT/P22/fingers/P22F8/P22F8fingersB,0.2368,2.3982,369.1052,36.7601,0.4545,0.0000,5.0035,11.8766,369.1052,3.9832,27.0000,400.0000,21.1268
FLT/P22/fingers/P22F8/P22F8fingersC,4.1002,6.0083,334.0055,41.5623,0.6364,0.0000,5.8106,6.0590,334.0055,4.9896,13.0000,400.0000,1.4171
FLT/P22/fingers/P22F8/P22F8fingersA,0.1948,2.4210,395.8724,22.0788,0.1818,0.0000,4.0120,26.1586,395.8724,3.0032,57.0000,400.0000,20.5978
FLT/P22/fingers/P22F4/P22F4fingersA,1.3509,2.7919,338.5672,80.7807,0.3636,0.0000,4.0131,22.3542,338.5672,3.0032,57.0000,400.0000,2.9708
FLT/P22/fingers/P22F4/P22F4fingersC,-1.0550,0.3004,474.3218,150.3419,0.4545,0.0000,6.3153,6.0321,474.3218,5.5593,13.0000,600.0000,-5.9861
FLT/P22/fingers/P22F4/P22F4fingersB,1.3478,2.9891,379.3578,49.7016,0.0909,0.0000,5.4116,9.1267,379.3578,3.9832,27.0000,400.0000,4.0152
FLT/P22/fingers/P22F5/P22F5fingersB,0.7828,3.3932,401.1940,11.7633,0.2727,0.0000,4.8029,14.9063,401.1940,3.9832,27.0000,400.0000,6.1360
FLT/P22/fingers/P22F5/P22F5fingersC,0.6316,2.5946,393.9151,1.6970,0.2727,0.0000,6.0960,5.8442,393.9151,4.9896,13.0000,400.0000,9.6513
FLT/P22/fingers/P22F5/P22F5fingersA,0.8118,3.1784,385.6810,32.9681,0.0909,0.0000,4.0748,24.3302,385.6810,3.0032,57.0000,400.0000,5.0195
FLT/P22/fingers/P22F7/P22F7fingersA,1.1835,2.7508,366.1755,73.1226,0.2727,0.0000,3.6241,32.3182,366.1755,3.0032,57.0000,400.0000,3.0622
FLT/P22/fingers/P22F7/P22F7fingersB,0.3565,2.7425,374.7834,32.6799,0.2727,0.0000,5.0349,11.7918,374.7834,3.9832,27.0000,400.0000,14.1231
FLT/P22/fingers/P22F7/P22F7fingersC,1.2994,4.6473,343.1281,102.9430,0.5455,0.0000,6.3693,4.2014,343.1281,4.9896,13.0000,400.0000,4.9017
FLT/P22/trackpad/P22T1/P22T1trackpadB,1.0530,1.9940,393.5642,3.7814,0.0000,0.0000,5.1790,11.1725,393.5642,3.9832,27.0000,400.0000,4.9183
FLT/P22/trackpad/P22T1/P22T1trackpadC,1.0095,1.8301,593.7298,2.5021,0.0000,0.0000,7.0370,4.5556,593.7298,5.5593,13.0000,600.0000,6.9705
FLT/P22/trackpad/P22T1/P22T1trackpadA,0.7074,1.5724,385.8508,5.4943,0.0000,0.0000,4.0728,24.3780,385.8508,3.0032,57.0000,400.0000,5.7577
FLT/P22/trackpad/P22T6/P22T6trackpadC,0.8626,1.6326,395.3315,1.9274,0.0000,0.0000,5.9438,6.5286,395.3315,4.9896,13.0000,400.0000,6.8902
FLT/P22/trackpad/P22T6/P22T6trackpadA,0.5385,1.5575,393.3972,9.9223,0.0000,0.0000,4.6412,16.4228,393.3972,3.0032,57.0000,400.0000,8.6195
FLT/P22/trackpad/P22T6/P22T6trackpadB,0.7607,1.4712,395.4188,4.0433,0.0000,0.0000,5.4251,9.4224,395.4188,3.9832,27.0000,400.0000,7.1315
FLT/P22/trackpad/P22T3/P22T3trackpadB,0.7571,1.6264,393.3486,3.9283,0.0000,0.0000,5.3661,9.7744,393.3486,3.9832,27.0000,400.0000,7.0877
FLT/P22/trackpad/P22T3/P22T3trackpadA,0.7222,1.6106,389.4420,7.8050,0.0000,0.0000,4.0757,24.5518,389.4420,3.0032,57.0000,400.0000,5.6436
FLT/P22/trackpad/P22T3/P22T3trackpadC,1.1185,1.9091,395.0818,2.4540,0.0909,0.0000,6.7491,3.7073,395.0818,4.9896,13.0000,400.0000,6.0341
FLT/P22/trackpad/P22T7/P22T7trackpadA,0.6525,1.3786,399.5712,12.7136,0.0000,0.0000,4.1322,24.1653,399.5712,3.0032,57.0000,400.0000,6.3324
FLT/P22/trackpad/P22T7/P22T7trackpadC,0.8025,1.5228,396.1899,1.7403,0.0000,0.0000,7.5948,2.0602,396.1899,4.9896,13.0000,400.0000,9.4633
FLT/P22/trackpad/P22T7/P22T7trackpadB,0.7702,1.9840,395.4133,3.7402,0.0000,0.0000,5.4001,9.5908,395.4133,3.9832,27.0000,400.0000,7.0115
FLT/P22/trackpad/P22T4/P22T4trackpadB,0.8788,1.5964,394.9982,5.4988,0.0000,0.0000,5.3762,9.7450,394.9982,3.9832,27.0000,400.0000,6.1175
FLT/P22/trackpad/P22T4/P22T4trackpadC,0.9942,1.8137,395.2585,2.8722,0.0909,0.0000,6.0296,6.1446,395.2585,4.9896,13.0000,400.0000,6.0648
FLT/P22/trackpad/P22T4/P22T4trackpadA,0.6962,1.5714,386.8379,4.9831,0.0000,0.0000,4.7185,15.2732,386.8379,3.0032,57.0000,400.0000,6.7777
FLT/P22/trackpad/P22T2/P22T2trackpadB,1.2118,1.8915,393.2182,4.3520,0.1818,0.0000,4.9916,12.7613,393.2182,3.9832,27.0000,400.0000,4.1192
FLT/P22/trackpad/P22T2/P22T2trackpadA,0.6863,2.0623,387.4210,9.7143,0.0000,0.0000,4.1429,23.2465,387.4210,3.0032,57.0000,400.0000,6.0368
FLT/P22/trackpad/P22T2/P22T2trackpadC,1.0104,1.8722,395.1545,2.2022,0.0000,0.0000,5.8751,6.8493,395.1545,4.9896,13.0000,400.0000,5.8148
FLT/P22/trackpad/P22T5/P22T5trackpadB,0.6899,1.4861,395.9067,4.5197,0.0000,0.0000,5.7966,7.2530,395.9067,3.9832,27.0000,400.0000,8.4020
FLT/P22/trackpad/P22T5/P22T5trackpadC,1.0387,1.7656,395.0045,2.6825,0.0909,0.0000,6.9875,3.1376,395.0045,4.9896,13.0000,400.0000,6.7272
FLT/P22/trackpad/P22T5/P22T5trackpadA,0.6325,1.6770,392.6169,6.8815,0.0000,0.0000,4.3349,20.4698,392.6169,3.0032,57.0000,400.0000,6.8531
FLT/P22/trackpad/P22T8/P22T8trackpadC,0.8053,2.1840,396.6375,4.0391,0.1818,0.0000,6.3325,4.9835,396.6375,4.9896,13.0000,400.0000,7.8633
FLT/P22/trackpad/P22T8/P22T8trackpadB,0.8084,1.5343,395.2798,6.3812,0.0000,0.0000,5.1345,11.5826,395.2798,3.9832,27.0000,400.0000,6.3517
FLT/P22/trackpad/P22T8/P22T8trackpadA,0.6349,1.3547,391.6238,5.6359,0.0000,0.0000,4.7386,15.2406,391.6238,3.0032,57.0000,400.0000,7.4634
FLT/P19/fingers/P19F3/P19F3fingersA,1.1458,3.1345,395.9688,7.7517,0.0000,0.0000,4.2537,21.9063,395.9688,3.0032,57.0000,400.0000,3.7123
FLT/P19/fingers/P19F3/P19F3fingersB,1.2106,3.4835,395.1657,6.3231,0.0000,0.0000,5.0727,12.1020,395.1657,3.9832,27.0000,400.0000,4.1901
FLT/P19/fingers/P19F3/P19F3fingersC,0.8536,3.6566,394.5271,1.9907,0.2727,0.0000,6.0666,5.9756,394.5271,4.9896,13.0000,400.0000,7.1068
FLT/P19/fingers/P19F2/P19F2fingersB,1.6747,6.4843,393.2758,5.9538,0.1818,0.0000,6.3721,4.8061,393.2758,3.9832,27.0000,400.0000,3.8050
FLT/P19/fingers/P19F2/P19F2fingersC,1.0903,4.4562,395.5508,3.8512,0.1818,0.0000,5.7859,7.3015,395.5508,4.9896,13.0000,400.0000,5.3066
FLT/P19/fingers/P19F2/P19F2fingersA,0.6702,2.2560,396.0412,8.1124,0.0000,0.0000,4.3376,20.6077,396.0412,3.0032,57.0000,400.0000,6.4722
FLT/P19/fingers/P19F4/P19F4fingersB,1.2693,3.4824,395.2067,4.5182,0.0000,0.0000,5.1239,11.6681,395.2067,3.9832,27.0000,400.0000,4.0369
FLT/P19/fingers/P19F4/P19F4fingersA,0.6523,2.4735,390.7441,9.1130,0.0000,0.0000,4.2875,21.0897,390.7441,3.0032,57.0000,400.0000,6.5731
FLT/P19/fingers/P19F4/P19F4fingersC,2.0607,4.2855,395.4249,3.0345,0.4545,0.0000,6.3023,5.0749,395.4249,4.9896,13.0000,400.0000,3.0584
FLT/P19/fingers/P19F7/P19F7fingersC,0.8241,2.6922,396.1725,4.3172,0.0909,0.0000,6.1890,5.5056,396.1725,4.9896,13.0000,400.0000,7.5100
FLT/P19/fingers/P19F7/P19F7fingersA,0.6035,2.4288,395.0813,11.1666,0.0000,0.0000,4.2059,22.6356,395.0813,3.0032,57.0000,400.0000,6.9686
FLT/P19/fingers/P19F7/P19F7fingersB,0.8294,2.2164,393.5234,5.7842,0.0000,0.0000,5.3620,9.8073,393.5234,3.9832,27.0000,400.0000,6.4652
FLT/P19/fingers/P19F5/P19F5fingersB,0.9680,2.3668,394.9965,6.7156,0.0909,0.0000,5.1759,11.2378,394.9965,3.9832,27.0000,400.0000,5.3470
FLT/P19/fingers/P19F5/P19F5fingersC,1.0302,2.7618,395.9126,2.7030,0.0000,0.0000,6.3401,4.9481,395.9126,4.9896,13.0000,400.0000,6.1543
FLT/P19/fingers/P19F5/P19F5fingersA,0.6499,2.6952,395.6451,11.1881,0.0000,0.0000,4.0816,24.8342,395.6451,3.0032,57.0000,400.0000,6.2803
FLT/P19/fingers/P19F8/P19F8fingersC,0.3398,2.0555,397.0784,3.4659,0.1818,0.0000,6.0579,6.0510,397.0784,4.9896,13.0000,400.0000,17.8291
FLT/P19/fingers/P19F8/P19F8fingersA,1.0653,2.8942,395.6875,7.8056,0.0000,0.0000,4.5376,17.8037,395.6875,3.0032,57.0000,400.0000,4.2596
FLT/P19/fingers/P19F8/P19F8fingersB,0.8127,2.7708,396.6155,5.2262,0.0000,0.0000,5.1467,11.5214,396.6155,3.9832,27.0000,400.0000,6.3326
FLT/P19/fingers/P19F6/P19F6fingersB,0.8238,2.6297,395.9298,5.8402,0.0000,0.0000,4.8216,14.5150,395.9298,3.9832,27.0000,400.0000,5.8527
FLT/P19/fingers/P19F6/P19F6fingersA,2.0681,4.7638,390.3150,10.1247,0.0909,0.0000,3.8757,28.5327,390.3150,3.0032,57.0000,400.0000,1.8741
FLT/P19/fingers/P19F6/P19F6fingersC,3.2925,4.3290,396.2442,4.1526,0.2727,0.0000,6.0232,6.1879,396.2442,4.9896,13.0000,400.0000,1.8294
FLT/P19/fingers/P19F1/P19F1fingersB,1.4718,3.7447,394.5808,5.2635,0.0909,0.0000,5.0436,12.3376,394.5808,3.9832,27.0000,400.0000,3.4268
FLT/P19/fingers/P19F1/P19F1fingersA,0.8235,3.0145,397.4682,11.1764,0.0000,0.0000,4.1191,24.2696,397.4682,3.0032,57.0000,400.0000,5.0017
FLT/P19/fingers/P19F1/P19F1fingersC,1.9523,4.1750,595.0855,2.6719,0.0909,0.0000,6.3576,7.3467,595.0855,5.5593,13.0000,600.0000,3.2564
FLT/P19/trackpad/P19T2/P19T2trackpadB,0.6686,1.3115,396.3409,4.0109,0.0000,0.0000,4.9446,13.3023,396.3409,3.9832,27.0000,400.0000,7.3951
FLT/P19/trackpad/P19T2/P19T2trackpadA,0.6272,1.2004,386.6363,9.0885,0.0000,0.0000,3.8680,28.4266,386.6363,3.0032,57.0000,400.0000,6.1673
FLT/P19/trackpad/P19T2/P19T2trackpadC,0.6218,1.5359,395.7088,3.0674,0.0909,0.0000,6.2110,5.4148,395.7088,4.9896,13.0000,400.0000,9.9887
FLT/P19/trackpad/P19T8/P19T8trackpadB,0.6458,1.2445,393.3842,4.6451,0.0000,0.0000,4.8915,13.7159,393.3842,3.9832,27.0000,400.0000,7.5740
FLT/P19/trackpad/P19T8/P19T8trackpadC,0.8372,1.4859,394.4009,3.0093,0.0909,0.0000,6.1945,5.4598,394.4009,4.9896,13.0000,400.0000,7.3991
FLT/P19/trackpad/P19T8/P19T8trackpadA,0.5143,0.9653,392.6575,6.7749,0.0000,0.0000,4.6506,16.2810,392.6575,3.0032,57.0000,400.0000,9.0431
FLT/P19/trackpad/P19T3/P19T3trackpadC,0.7748,1.4498,395.1839,2.5110,0.0000,0.0000,6.2876,5.1242,395.1839,4.9896,13.0000,400.0000,8.1150
FLT/P19/trackpad/P19T3/P19T3trackpadB,0.5675,1.3340,393.8940,4.7449,0.0909,0.0000,5.8989,6.7140,393.8940,3.9832,27.0000,400.0000,10.3945
FLT/P19/trackpad/P19T3/P19T3trackpadA,0.5532,1.2893,385.4945,8.7311,0.0000,0.0000,4.1260,23.4202,385.4945,3.0032,57.0000,400.0000,7.4586
FLT/P19/trackpad/P19T7/P19T7trackpadB,0.6749,1.4005,394.5934,3.9003,0.0000,0.0000,4.9122,13.5546,394.5934,3.9832,27.0000,400.0000,7.2784
FLT/P19/trackpad/P19T7/P19T7trackpadA,0.7064,1.2599,388.7564,7.2406,0.0000,0.0000,5.3062,10.0800,388.7564,3.0032,57.0000,400.0000,7.5120
FLT/P19/trackpad/P19T7/P19T7trackpadC,0.8448,1.5360,394.7724,2.9297,0.0909,0.0000,6.1943,5.4659,394.7724,4.9896,13.0000,400.0000,7.3322
FLT/P19/trackpad/P19T6/P19T6trackpadB,0.7114,1.3131,396.3350,5.1812,0.0000,0.0000,5.2585,10.6313,396.3350,3.9832,27.0000,400.0000,7.3922
FLT/P19/trackpad/P19T6/P19T6trackpadA,0.5308,1.2822,394.9668,10.6060,0.0000,0.0000,4.2228,22.3497,394.9668,3.0032,57.0000,400.0000,7.9553
FLT/P19/trackpad/P19T6/P19T6trackpadC,0.8750,1.5403,394.4432,1.7783,0.0000,0.0000,6.3891,4.7630,394.4432,4.9896,13.0000,400.0000,7.3019
FLT/P19/trackpad/P19T4/P19T4trackpadB,0.7664,1.3834,394.2860,4.1530,0.0000,0.0000,5.0036,12.6861,394.2860,3.9832,27.0000,400.0000,6.5290
FLT/P19/trackpad/P19T4/P19T4trackpadC,0.7966,1.6666,395.0884,1.6332,0.0000,0.0000,6.2003,5.4471,395.0884,4.9896,13.0000,400.0000,7.7831
FLT/P19/trackpad/P19T4/P19T4trackpadA,0.6342,1.1723,391.3831,10.0313,0.0000,0.0000,4.2154,22.2669,391.3831,3.0032,57.0000,400.0000,6.6470
FLT/P19/trackpad/P19T1/P19T1trackpadB,1.2665,3.0476,397.8905,4.2218,0.0000,0.0000,5.8697,6.9233,397.8905,3.9832,27.0000,400.0000,4.6347
FLT/P19/trackpad/P19T1/P19T1trackpadC,0.4783,1.7012,593.6309,2.8720,0.1818,0.0000,6.5524,6.3928,593.6309,5.5593,13.0000,600.0000,13.6985
FLT/P19/trackpad/P19T1/P19T1trackpadA,0.5236,1.1469,385.8296,7.3201,0.0000,0.0000,3.6761,32.7449,385.8296,3.0032,57.0000,400.0000,7.0204
FLT/P19/trackpad/P19T5/P19T5trackpadC,0.9099,1.7216,594.6179,1.6046,0.0000,0.0000,7.4499,3.4206,594.6179,5.5593,13.0000,600.0000,8.1875
FLT/P19/trackpad/P19T5/P19T5trackpadA,0.6123,1.2597,386.4663,9.4831,0.0000,0.0000,3.9773,26.2015,386.4663,3.0032,57.0000,400.0000,6.4959
FLT/P19/trackpad/P19T5/P19T5trackpadB,0.8034,1.4947,393.7721,5.2928,0.0000,0.0000,5.0992,11.8329,393.7721,3.9832,27.0000,400.0000,6.3473
FLT/P3/fingers/P3F4/P3F4fingersC,2.8360,4.8884,361.5159,85.9277,0.1818,0.0000,5.8957,6.1758,361.5159,4.9896,13.0000,400.0000,2.0789
FLT/P3/fingers/P3F4/P3F4fingersA,1.0231,2.4923,367.7143,73.5349,0.0909,0.0000,4.0509,23.6105,367.7143,3.0032,57.0000,400.0000,3.9594
FLT/P3/fingers/P3F4/P3F4fingersB,0.2893,1.5678,389.7749,8.9023,0.3636,0.0000,5.6444,7.9513,389.7749,3.9832,27.0000,400.0000,19.5117
FLT/P3/fingers/P3F5/P3F5fingersC,2.2233,4.1001,395.5697,1.4252,0.1818,0.0000,5.9997,6.2802,395.5697,4.9896,13.0000,400.0000,2.6985
FLT/P3/fingers/P3F5/P3F5fingersB,1.0955,2.7604,325.9748,114.7812,0.2727,0.0000,4.6287,13.7313,325.9748,3.9832,27.0000,400.0000,4.2252
FLT/P3/fingers/P3F5/P3F5fingersA,0.5843,2.4152,393.5803,11.1664,0.0000,0.0000,4.3770,19.8992,393.5803,3.0032,57.0000,400.0000,7.4914
FLT/P3/fingers/P3F8/P3F8fingersB,1.4957,2.1685,277.5709,136.4978,0.2727,0.0000,4.9171,9.5016,277.5709,3.9832,27.0000,400.0000,3.2874
FLT/P3/fingers/P3F8/P3F8fingersC,1.5273,3.6817,393.2016,2.8746,0.4545,0.0000,6.6363,3.9928,393.2016,4.9896,13.0000,400.0000,4.3450
FLT/P3/fingers/P3F8/P3F8fingersA,1.0720,2.1285,267.7128,130.1136,0.3636,0.0000,4.2376,14.9856,267.7128,3.0032,57.0000,400.0000,3.9530
FLT/P3/fingers/P3F6/P3F6fingersC,4.6309,7.9938,394.1366,4.5329,0.2727,0.0000,6.5941,4.1222,394.1366,4.9896,13.0000,400.0000,1.4239
FLT/P3/fingers/P3F6/P3F6fingersA,0.9827,1.7639,335.1743,128.0704,0.4545,0.0000,3.4938,32.6504,335.1743,3.0032,57.0000,400.0000,3.5555
FLT/P3/fingers/P3F6/P3F6fingersB,3.7605,2.9753,196.5322,130.9391,0.6364,0.0000,4.5785,8.5852,196.5322,3.9832,27.0000,400.0000,1.2175
FLT/P3/fingers/P3F3/P3F3fingersC,0.7477,3.2816,395.8979,3.0528,0.1818,0.0000,6.3383,4.9539,395.8979,4.9896,13.0000,400.0000,8.4775
FLT/P3/fingers/P3F3/P3F3fingersA,0.6333,1.8673,395.0929,8.1987,0.0000,0.0000,4.6267,16.6677,395.0929,3.0032,57.0000,400.0000,7.3060
FLT/P3/fingers/P3F3/P3F3fingersB,0.4103,2.2550,395.5639,10.2171,0.2727,0.0000,4.9851,12.8967,395.5639,3.9832,27.0000,400.0000,12.1514
