filename, meanMT, stdMT, meanDistance, stdDistance, errorRate,outlierRate, IDe, meanWidth, meanDist, ID, width, distance,TP 
P32-data/FR/P32FR11/P32FR12ndTimeA,1.7989,0.9218,333.4436,132.5782,0.2800,0.0000,4.0887,20.8214,333.4436,3.0032,57.0000,400.0000,2.2729
P32-data/FR/P32FR11/P32FR12ndTimeB,2.0170,1.0896,397.9230,5.4473,0.0000,0.0000,5.1225,11.7606,397.9230,3.9832,27.0000,400.0000,2.5396
P32-data/FR/P32FR1/P32FR1fingersA,1.1841,0.5120,396.5687,10.7303,0.0800,0.0000,4.2968,21.2580,396.5687,3.0032,57.0000,400.0000,3.6289
P32-data/FR/P32FR1/P32FR1fingersB,1.5997,0.4112,382.5684,75.4898,0.1200,0.0400,4.9707,12.6028,382.5684,3.9832,27.0000,400.0000,3.1072
P32-data/FR/P32FR1/P32FR1fingersC,2.8654,1.3675,363.9458,93.0718,0.4400,0.0400,6.0022,5.7678,363.9458,4.9896,13.0000,400.0000,2.0947
P32-data/Trackpad/P32T2/P32T2trackpadA,0.9851,0.2799,399.1001,11.5850,0.1200,0.0000,4.3891,20.0014,399.1001,3.0032,57.0000,400.0000,4.4557
P32-data/Trackpad/P32T2/P32T2trackpadB,1.2589,0.3045,398.9327,4.4559,0.0000,0.0000,4.9760,13.0920,398.9327,3.9832,27.0000,400.0000,3.9526
P32-data/Trackpad/P32T2/P32T2trackpadC,2.0942,0.8426,599.6029,3.8644,0.1600,0.0400,6.6200,6.1586,599.6029,5.5593,13.0000,600.0000,3.1612
P32-data/Trackpad/P32T1/P32T1trackpadC,1.8088,0.9726,383.2137,73.7629,0.1200,0.0400,6.0067,6.0543,383.2137,4.9896,13.0000,400.0000,3.3209
P32-data/Trackpad/P32T1/P32T1trackpadA,1.4960,0.5200,398.9369,8.2137,0.0400,0.0000,4.6152,16.9695,398.9369,3.0032,57.0000,400.0000,3.0851
P32-data/Trackpad/P32T1/P32T1trackpadB,1.1402,0.2025,397.3000,6.9534,0.0800,0.0000,4.7740,15.0722,397.3000,3.9832,27.0000,400.0000,4.1871
P32-data/FA/P32FA2/P32FA2fingersC,2.5205,0.4146,367.5100,98.1341,0.5200,0.0400,5.7476,6.9698,367.5100,4.9896,13.0000,400.0000,2.2804
P32-data/FA/P32FA2/P32FA2fingersA,1.3097,0.4432,399.7477,10.9801,0.0400,0.0000,4.0536,25.6155,399.7477,3.0032,57.0000,400.0000,3.0951
P32-data/FA/P32FA2/P32FA2fingersB,1.4682,0.2980,359.6369,108.8150,0.2800,0.0400,5.0143,11.4829,359.6369,3.9832,27.0000,400.0000,3.4152
P32-data/FA/P32FA1/P32FA1fingersB,2.2956,0.7972,374.2561,85.6183,0.3600,0.0400,4.9530,12.4856,374.2561,3.9832,27.0000,400.0000,2.1576
P32-data/FA/P32FA1/P32FA1fingersC,2.8363,1.0487,366.0052,99.3025,0.5200,0.0400,6.2052,5.0289,366.0052,4.9896,13.0000,400.0000,2.1878
P32-data/FA/P32FA1/P32FA1fingersA,1.4395,0.6456,377.4226,88.7983,0.2800,0.0400,3.6794,31.9534,377.4226,3.0032,57.0000,400.0000,2.5560
P32-data/FA/P32FA3/P32FA3fingersA,1.3700,0.4458,404.5291,16.6866,0.2000,0.0000,3.7492,32.5000,404.5291,3.0032,57.0000,400.0000,2.7366
P32-data/FA/P32FA3/P32FA3fingersC,2.7293,0.9361,303.4881,155.5855,0.5600,0.0000,5.7852,5.6051,303.4881,4.9896,13.0000,400.0000,2.1196
P32-data/FA/P32FA3/P32FA3fingersB,1.5484,0.3190,397.3267,9.2971,0.3200,0.0000,5.1919,11.1759,397.3267,3.9832,27.0000,400.0000,3.3530
P34-data/Mouse/P34M1/P34M1mouseC,1.0232,0.2284,398.7645,3.8045,0.1600,0.0000,6.0165,6.2565,398.7645,4.9896,13.0000,400.0000,5.8802
P34-data/Mouse/P34M1/P34M1mouseA,0.8235,0.5833,401.0895,11.9917,0.0400,0.0400,4.0320,26.1144,401.0895,3.0032,57.0000,400.0000,4.8964
P34-data/Mouse/P34M1/P34M1mouseB,0.8530,0.2236,399.7910,5.1051,0.0000,0.0000,4.8973,13.8813,399.7910,3.9832,27.0000,400.0000,5.7412
P34-data/Mouse/P34M3/P34M3mouseB,0.7425,0.2637,398.4990,5.0282,0.0400,0.0000,5.2947,10.4176,398.4990,3.9832,27.0000,400.0000,7.1312
P34-data/Mouse/P34M3/P34M3mouseC,1.2481,0.7654,597.5135,3.1370,0.1200,0.0000,6.8105,5.3713,597.5135,5.5593,13.0000,600.0000,5.4565
P34-data/Mouse/P34M3/P34M3mouseA,0.5967,0.2024,397.6887,8.6823,0.0000,0.0000,4.2702,21.7374,397.6887,3.0032,57.0000,400.0000,7.1562
P34-data/Mouse/P34M2/P34M2mouseC,1.0354,0.4755,399.2546,2.7741,0.1200,0.0400,6.0269,6.2185,399.2546,4.9896,13.0000,400.0000,5.8207
P34-data/Mouse/P34M2/P34M2mouseB,0.8382,0.2426,399.4411,3.6691,0.0000,0.0000,5.3824,9.8113,399.4411,3.9832,27.0000,400.0000,6.4217
P34-data/Mouse/P34M2/P34M2mouseA,0.6972,0.6132,398.0728,7.1132,0.0000,0.0000,4.3705,20.2221,398.0728,3.0032,57.0000,400.0000,6.2685
P34-data/FR/P34FR3/P34FR3fingersC,6.1978,8.2503,289.7911,147.2850,0.8400,0.0000,5.3864,7.0978,289.7911,4.9896,13.0000,400.0000,0.8691
P34-data/FR/P34FR3/P34FR3fingersB,2.4151,4.1725,370.8666,85.1065,0.3200,0.0800,4.5536,16.4952,370.8666,3.9832,27.0000,400.0000,1.8855
P34-data/FR/P34FR3/P34FR3fingersA,1.4483,2.0071,363.4407,101.7993,0.1200,0.1200,4.0046,24.1473,363.4407,3.0032,57.0000,400.0000,2.7650
P34-data/FR/P34FR2/P34FR2fingersC,1.9961,0.5670,270.3677,118.3638,0.7600,0.0000,5.7131,5.2539,270.3677,4.9896,13.0000,400.0000,2.8622
P34-data/FR/P34FR2/P34FR2fingersA,1.4628,0.5723,383.4361,25.0665,0.1600,0.0400,4.0706,24.2638,383.4361,3.0032,57.0000,400.0000,2.7828
P34-data/FR/P34FR2/P34FR2fingersB,1.3520,0.1694,270.4037,125.7516,0.6000,0.0000,4.2535,14.9609,270.4037,3.9832,27.0000,400.0000,3.1462
P34-data/FR/P34FR1/P34FR1fingersB,1.5948,0.5649,345.8633,124.0875,0.1600,0.0000,5.1795,9.8146,345.8633,3.9832,27.0000,400.0000,3.2477
P34-data/FR/P34FR1/P34FR1fingersA,1.3500,0.9594,387.1798,16.9054,0.1600,0.0000,3.8709,28.4045,387.1798,3.0032,57.0000,400.0000,2.8673
P34-data/FR/P34FR1/P34FR1fingersC,6.6322,6.8135,373.4507,44.9107,0.6800,0.0000,5.8372,6.6486,373.4507,4.9896,13.0000,400.0000,0.8801
P34-data/Trackpad/P34T3/P34T3trackpadB,1.6530,0.7319,401.0315,4.6094,0.0000,0.0400,5.2446,10.8645,401.0315,3.9832,27.0000,400.0000,3.1728
P34-data/Trackpad/P34T3/P34T3trackpadC,1.9707,0.8118,598.5500,2.6507,0.0400,0.0000,7.0410,4.5798,598.5500,5.5593,13.0000,600.0000,3.5728
P34-data/Trackpad/P34T3/P34T3trackpadA,1.3270,0.4945,397.7521,9.6254,0.0000,0.0000,4.2994,21.2816,397.7521,3.0032,57.0000,400.0000,3.2400
P34-data/Trackpad/P34T1/P34T1trackpadA,1.4873,0.4262,404.0955,7.0072,0.0000,0.0000,4.2677,22.1267,404.0955,3.0032,57.0000,400.0000,2.8694
P34-data/Trackpad/P34T1/P34T1trackpadC,2.0407,0.5567,381.9849,73.2390,0.2000,0.0400,6.2420,5.1143,381.9849,4.9896,13.0000,400.0000,3.0588
P34-data/Trackpad/P34T1/P34T1trackpad,1.4811,0.4145,399.1368,5.4542,0.0000,0.0000,5.2274,10.9463,399.1368,3.9832,27.0000,400.0000,3.5293
P34-data/Trackpad/P34T1/P34T1trackpadB,1.5717,0.3729,400.0654,4.8625,0.0000,0.0000,5.3057,10.3771,400.0654,3.9832,27.0000,400.0000,3.3757
P34-data/Trackpad/P34T2/P34T2trackpadC,1.7624,0.2777,399.1092,3.0192,0.1200,0.0400,6.3053,5.1115,399.1092,4.9896,13.0000,400.0000,3.5777
P34-data/Trackpad/P34T2/P34T2trackpadB,1.4937,0.3872,396.6472,2.8349,0.0000,0.0000,5.4767,9.1118,396.6472,3.9832,27.0000,400.0000,3.6665
P34-data/Trackpad/P34T2/P34T2trackpadA,1.3783,0.6360,382.6722,69.8900,0.0400,0.0400,4.7076,15.2277,382.6722,3.0032,57.0000,400.0000,3.4155
P34-data/FA/P34FA3/P34FA3fingersC,1.7505,0.2821,502.1325,173.8472,0.6400,0.0000,6.7437,4.7298,502.1325,5.5593,13.0000,600.0000,3.8525
P34-data/FA/P34FA3/P34FA3fingersA,1.2360,0.7604,399.3858,9.8997,0.0400,0.0000,4.1338,24.1246,399.3858,3.0032,57.0000,400.0000,3.3445
P34-data/FA/P34FA3/P34FA3fingersB,1.6280,0.2601,154.0661,144.3267,0.6800,0.0000,4.2768,8.3804,154.0661,3.9832,27.0000,400.0000,2.6270
P34-data/FA/P34FA1/P34FA1fingersB,1.8074,0.1672,343.2457,128.6117,0.7600,0.0000,5.1097,10.2373,343.2457,3.9832,27.0000,400.0000,2.8272
P34-data/FA/P34FA1/P34FA1fingersA,1.1924,0.3625,376.2031,75.6257,0.2800,0.0400,3.9367,26.2829,376.2031,3.0032,57.0000,400.0000,3.3016
P34-data/FA/P34FA1/P34FA1fingersC,1.5609,0.0362,602.6496,7.1803,0.9200,0.0000,7.0607,4.5484,602.6496,5.5593,13.0000,600.0000,4.5236
P34-data/FA/P34FA2/P34FA2fingersA,1.1543,0.3769,381.8852,78.4197,0.1600,0.0400,3.9294,26.8255,381.8852,3.0032,57.0000,400.0000,3.4041
P34-data/FA/P34FA2/P34FA2fingersC,3.4166,4.7814,594.2049,2.4894,0.6800,0.0000,6.5086,6.5983,594.2049,5.5593,13.0000,600.0000,1.9050
P34-data/FA/P34FA2/P34FA2fingersB,1.2970,0.1404,365.1016,93.7421,0.4000,0.0400,5.2961,9.5354,365.1016,3.9832,27.0000,400.0000,4.0832
11-data/Mouse/11p13/11p13mouseC,1.0977,0.3113,399.5396,2.6282,0.1200,0.0000,6.2578,5.2902,399.5396,4.9896,13.0000,400.0000,5.7011
11-data/Mouse/11p13/11p13mouseA,0.6390,0.1871,392.9652,7.4992,0.0000,0.0000,4.4226,19.2195,392.9652,3.0032,57.0000,400.0000,6.9213
11-data/Mouse/11p13/11p13mouseB,0.7954,0.1457,397.6644,4.4873,0.0000,0.0000,5.0482,12.3934,397.6644,3.9832,27.0000,400.0000,6.3466
11-data/Mouse/11p12/11p12mouseB,0.9019,0.1901,397.9159,5.7761,0.0000,0.0000,4.9597,13.2115,397.9159,3.9832,27.0000,400.0000,5.4992
11-data/Mouse/11p12/11p12mouseC,1.3885,0.5754,598.0466,3.1095,0.1200,0.0000,7.0072,4.6854,598.0466,5.5593,13.0000,600.0000,5.0467
11-data/Mouse/11p12/11p12mouseA,0.6911,0.2009,396.2327,6.3808,0.0000,0.0000,4.9034,13.6979,396.2327,3.0032,57.0000,400.0000,7.0953
11-data/Mouse/11p11/11p11mouseA,0.8281,0.3019,393.7287,7.0975,0.0000,0.0400,4.4318,19.1287,393.7287,3.0032,57.0000,400.0000,5.3519
11-data/Mouse/11p11/11p11mouseC,1.4308,0.5170,397.2005,2.4521,0.0800,0.0000,5.9622,6.4750,397.2005,4.9896,13.0000,400.0000,4.1671
11-data/Mouse/11p11/11p11mouseB,1.0333,0.3218,400.6745,6.4682,0.0400,0.0000,5.0764,12.2378,400.6745,3.9832,27.0000,400.0000,4.9128
11-data/Mouse/11p14/11p14mouseB,0.7753,0.1462,396.6774,4.2669,0.0000,0.0000,5.2573,10.6494,396.6774,3.9832,27.0000,400.0000,6.7812
11-data/Mouse/11p14/11p14mouseC,1.1457,0.3773,398.5015,3.1305,0.0800,0.0000,6.0915,5.9308,398.5015,4.9896,13.0000,400.0000,5.3170
11-data/Mouse/11p14/11p14mouseA,0.6342,0.1877,395.3507,10.8243,0.0400,0.0000,4.2543,21.8621,395.3507,3.0032,57.0000,400.0000,6.7076
11-data/FR/11p23/11p23fingersC,3.9714,1.8261,563.3915,108.4051,0.2000,0.0400,6.7298,5.3585,563.3915,5.5593,13.0000,600.0000,1.6946
11-data/FR/11p23/11p23fingersA,1.8525,1.1745,399.4094,11.3568,0.0000,0.0000,4.2892,21.5295,399.4094,3.0032,57.0000,400.0000,2.3154
11-data/FR/11p23/11p23fingersB,1.9132,0.8449,396.4415,6.0752,0.0400,0.0400,5.0737,12.1323,396.4415,3.9832,27.0000,400.0000,2.6519
11-data/FR/11p22/11p22fingersB,2.4837,1.0032,400.6603,5.6581,0.0000,0.0000,5.0743,12.2557,400.6603,3.9832,27.0000,400.0000,2.0430
11-data/FR/11p22/11p22fingersA,1.4560,1.0588,397.5767,12.6511,0.0000,0.0400,4.0101,26.3071,397.5767,3.0032,57.0000,400.0000,2.7543
11-data/FR/11p22/11p22fingersC,2.6689,1.0508,400.1034,2.5933,0.1600,0.0400,6.1613,5.6697,400.1034,4.9896,13.0000,400.0000,2.3085
11-data/FR/11p24/11p24fingersB,1.5688,0.4139,395.2043,10.0416,0.1200,0.0800,4.8340,14.3599,395.2043,3.9832,27.0000,400.0000,3.0813
11-data/FR/11p24/11p24fingersC,3.2044,1.6384,397.6493,5.8309,0.1200,0.0400,6.1955,5.5009,397.6493,4.9896,13.0000,400.0000,1.9335
11-data/FR/11p24/11p24fingersA,1.3469,0.7848,391.6805,8.7933,0.0000,0.0400,4.2421,21.8531,391.6805,3.0032,57.0000,400.0000,3.1496
11-data/FR/11p21/11p21fingersB,2.3052,2.0763,398.5031,8.5621,0.1600,0.0000,5.1452,11.5886,398.5031,3.9832,27.0000,400.0000,2.2319
11-data/FR/11p21/11p21fingersC,4.7373,2.4947,599.6412,4.3066,0.3600,0.0000,6.7232,5.7298,599.6412,5.5593,13.0000,600.0000,1.4192
11-data/FR/11p21/11p21fingersA,1.9199,1.2875,394.5144,14.4862,0.0400,0.0400,3.7429,31.8462,394.5144,3.0032,57.0000,400.0000,1.9495
11-data/Trackpad/11p34/11p34trackpadA,1.0956,0.3336,384.9497,71.1234,0.0400,0.0400,4.3666,19.6115,384.9497,3.0032,57.0000,400.0000,3.9855
11-data/Trackpad/11p34/11p34trackpadC,1.8703,0.4593,599.1210,2.5743,0.0400,0.0000,6.5150,6.6236,599.1210,5.5593,13.0000,600.0000,3.4833
11-data/Trackpad/11p34/11p34trackpadB,1.3112,0.5770,399.4035,6.4062,0.0400,0.0000,5.3091,10.3353,399.4035,3.9832,27.0000,400.0000,4.0489
11-data/Trackpad/11p31/11p31trackpadC,2.1170,1.1425,398.5021,2.6464,0.1600,0.0000,6.1897,5.5353,398.5021,4.9896,13.0000,400.0000,2.9238
11-data/Trackpad/11p31/11p31trackpadA,1.2217,0.3143,396.2470,9.8074,0.0000,0.0000,3.9782,26.8450,396.2470,3.0032,57.0000,400.0000,3.2564
11-data/Trackpad/11p31/11p31trackpadB,1.3637,0.4337,399.1011,4.3732,0.0000,0.0000,5.0958,12.0226,399.1011,3.9832,27.0000,400.0000,3.7366
11-data/Trackpad/11p33/11p33trackpadC,1.5964,0.4871,398.3281,2.8982,0.0400,0.0400,6.3079,5.0920,398.3281,4.9896,13.0000,400.0000,3.9514
11-data/Trackpad/11p33/11p33trackpadA,0.9309,0.2037,400.8875,10.3649,0.0000,0.0000,4.1868,23.2913,400.8875,3.0032,57.0000,400.0000,4.4977
11-data/Trackpad/11p33/11p33trackpadB,1.3138,0.3178,398.3636,4.0437,0.0000,0.0000,5.6480,8.1060,398.3636,3.9832,27.0000,400.0000,4.2990
11-data/Trackpad/11p32/11p32trackpadC,1.6160,0.4166,399.1790,2.9244,0.1200,0.0000,6.4264,4.6957,399.1790,4.9896,13.0000,400.0000,3.9767
11-data/Trackpad/11p32/11p32trackpadB,1.2993,0.3256,399.4562,4.0994,0.0000,0.0000,5.2881,10.4917,399.4562,3.9832,27.0000,400.0000,4.0698
11-data/Trackpad/11p32/11p32trackpadA,1.0538,0.3521,395.2706,9.0120,0.0000,0.0000,4.1151,24.2076,395.2706,3.0032,57.0000,400.0000,3.9050
11-data/FA/11p41/11p41fingersC,2.3732,0.6879,597.9271,4.3273,0.1600,0.0400,6.7211,5.7217,597.9271,5.5593,13.0000,600.0000,2.8321
11-data/FA/11p41/11p41fingersA,1.1606,0.3362,407.4880,12.3439,0.1200,0.0400,3.9641,27.8963,407.4880,3.0032,57.0000,400.0000,3.4156
11-data/FA/11p41/11p41fingersB,1.7081,0.9013,382.4084,74.8837,0.0800,0.0400,4.9949,12.3805,382.4084,3.9832,27.0000,400.0000,2.9243
11-data/FA/11p43/11p43fingersB,1.4389,0.6316,364.9127,102.2793,0.1200,0.0800,4.9077,12.5757,364.9127,3.9832,27.0000,400.0000,3.4107
11-data/FA/11p43/11p43fingersC,1.7570,0.6367,394.4087,10.5607,0.3200,0.0400,6.1737,5.5404,394.4087,4.9896,13.0000,400.0000,3.5137
11-data/FA/11p43/11p43fingersA,1.1003,0.5112,398.3398,7.7771,0.0000,0.0000,4.5385,17.9118,398.3398,3.0032,57.0000,400.0000,4.1249
11-data/FA/11p42/11p42fingersC,2.2581,1.8402,398.4553,3.5235,0.1600,0.0000,6.0739,6.0042,398.4553,4.9896,13.0000,400.0000,2.6899
11-data/FA/11p42/11p42fingersA,1.0629,0.3500,404.9576,13.8606,0.0400,0.0400,4.0183,26.6354,404.9576,3.0032,57.0000,400.0000,3.7805
11-data/FA/11p42/11p42fingersB,1.3086,0.4537,402.2485,6.9584,0.1600,0.0000,5.0830,12.2282,402.2485,3.9832,27.0000,400.0000,3.8844
11-data/FA/11p44/11p44fingersA,1.0597,0.3372,385.4285,75.6192,0.0800,0.0400,4.0926,23.9979,385.4285,3.0032,57.0000,400.0000,3.8621
11-data/FA/11p44/11p44fingersB,1.3244,0.2951,399.2613,6.1432,0.1200,0.0000,5.0674,12.2738,399.2613,3.9832,27.0000,400.0000,3.8263
11-data/FA/11p44/11p44fingersC,2.1635,1.3832,596.8640,8.9950,0.3200,0.0400,6.7391,5.6402,596.8640,5.5593,13.0000,600.0000,3.1149
divya-data/Mouse/divya723/divya7232ndTimeB,0.9981,0.2064,399.3490,6.3602,0.0400,0.0000,5.0227,12.6748,399.3490,3.9832,27.0000,400.0000,5.0324
divya-data/Mouse/divya723/divya7232ndTimeA,0.7529,0.1904,400.8302,10.8855,0.0000,0.0000,4.1018,24.7898,400.8302,3.0032,57.0000,400.0000,5.4482
divya-data/Mouse/divya723/divya7232ndTimeC,1.2076,0.2529,399.0716,2.9507,0.0400,0.0000,6.0407,6.1557,399.0716,4.9896,13.0000,400.0000,5.0024
divya-data/Mouse/divya722/divya722mouseC,1.3099,0.4391,399.0803,2.7231,0.0400,0.0000,6.1588,5.6651,399.0803,4.9896,13.0000,400.0000,4.7016
divya-data/Mouse/divya722/divya722mouseB,0.9848,0.2268,401.2205,4.9131,0.0400,0.0000,5.2786,10.6098,401.2205,3.9832,27.0000,400.0000,5.3601
divya-data/Mouse/divya722/divya722mouseA,0.6581,0.1084,397.7697,14.6587,0.1200,0.0000,4.3455,20.5787,397.7697,3.0032,57.0000,400.0000,6.6026
divya-data/Mouse/divya724/divya724mouseC,1.3723,0.2643,600.2930,4.1255,0.2000,0.0400,6.6895,5.8728,600.2930,5.5593,13.0000,600.0000,4.8745
divya-data/Mouse/divya724/divya724mouseA,0.7007,0.2711,395.7341,13.0904,0.1200,0.0000,4.3068,21.0601,395.7341,3.0032,57.0000,400.0000,6.1462
divya-data/Mouse/divya724/divya724mouseB,0.9384,0.3119,399.5610,6.7045,0.1200,0.0000,5.0671,12.2856,399.5610,3.9832,27.0000,400.0000,5.3996
divya-data/Mouse/divya721/divya721mouseB,1.1151,0.2420,401.4690,7.4606,0.1600,0.0000,4.9460,13.4615,401.4690,3.9832,27.0000,400.0000,4.4352
divya-data/Mouse/divya721/divya721mouseA,0.7084,0.2666,397.8228,13.9824,0.0800,0.0000,3.7745,31.3631,397.8228,3.0032,57.0000,400.0000,5.3280
divya-data/Mouse/divya721/divya721mouseC,1.4724,0.3124,599.4670,3.9846,0.1200,0.0000,6.6731,5.9326,599.4670,5.5593,13.0000,600.0000,4.5322
divya-data/FR/divya732/divya732fingersA,1.3570,0.4716,360.5259,90.9448,0.1200,0.0400,4.0376,23.3765,360.5259,3.0032,57.0000,400.0000,2.9755
divya-data/FR/divya732/divya732fingersC,2.7957,0.9079,586.3953,38.7113,0.3600,0.0400,6.7254,5.5947,586.3953,5.5593,13.0000,600.0000,2.4056
divya-data/FR/divya732/divya732fingersB,1.8335,0.6778,396.1228,6.0208,0.0800,0.0400,5.3496,9.9592,396.1228,3.9832,27.0000,400.0000,2.9176
divya-data/FR/divya731/divya731fingersA,1.3796,0.4563,372.2099,73.2391,0.1200,0.0400,4.0356,24.1706,372.2099,3.0032,57.0000,400.0000,2.9251
divya-data/FR/divya731/divya731fingersC,3.4178,1.9473,398.6865,5.2168,0.2800,0.0800,6.4069,4.7544,398.6865,4.9896,13.0000,400.0000,1.8746
divya-data/FR/divya731/divya731fingersB,2.5719,2.4440,396.5360,5.8140,0.0800,0.0000,5.2075,11.0300,396.5360,3.9832,27.0000,400.0000,2.0248
divya-data/FR/divya734/divya734fingersC,2.2654,0.8347,398.4246,3.8408,0.1200,0.0400,6.3916,4.8026,398.4246,4.9896,13.0000,400.0000,2.8214
divya-data/FR/divya734/divya734fingersB,2.1776,1.4485,393.9022,12.4830,0.0800,0.0400,5.1322,11.5612,393.9022,3.9832,27.0000,400.0000,2.3568
divya-data/FR/divya734/divya734fingersA,1.1740,0.3751,395.7154,9.5782,0.0000,0.0000,4.2802,21.4711,395.7154,3.0032,57.0000,400.0000,3.6457
divya-data/FR/divya733/divya733fingersC,2.2656,1.1158,398.6120,2.4910,0.1200,0.0000,6.2088,5.4629,398.6120,4.9896,13.0000,400.0000,2.7405
divya-data/FR/divya733/divya733fingersA,1.1846,0.3384,394.5861,11.9212,0.0000,0.0000,3.9587,27.1220,394.5861,3.0032,57.0000,400.0000,3.3418
divya-data/FR/divya733/divya733fingersB,2.0025,1.4954,397.9560,5.1144,0.0400,0.0000,4.9331,13.4677,397.9560,3.9832,27.0000,400.0000,2.4634
divya-data/Trackpad/divya741/divya741trackpadA,0.7854,0.2292,392.4633,9.2540,0.0000,0.0000,4.1966,22.6387,392.4633,3.0032,57.0000,400.0000,5.3435
divya-data/Trackpad/divya741/divya741trackpadC,1.1596,0.3175,399.2053,2.3308,0.0000,0.0000,6.3799,4.8519,399.2053,4.9896,13.0000,400.0000,5.5016
divya-data/Trackpad/divya741/divya741trackpadB,0.9470,0.2785,396.6496,4.4847,0.0000,0.0000,5.0280,12.5410,396.6496,3.9832,27.0000,400.0000,5.3093
divya-data/Trackpad/Divya742/Divya742trackpadC,1.2733,0.2962,400.0173,3.6584,0.1600,0.0000,6.1840,5.5787,400.0173,4.9896,13.0000,400.0000,4.8565
divya-data/Trackpad/Divya742/Divya742trackpadB,0.9501,0.2624,398.1566,4.0573,0.0000,0.0000,5.4915,9.0511,398.1566,3.9832,27.0000,400.0000,5.7802
divya-data/Trackpad/Divya742/Divya742trackpadA,0.8033,0.7190,395.7212,11.2028,0.0000,0.0000,4.4153,19.4577,395.7212,3.0032,57.0000,400.0000,5.4966
divya-data/Trackpad/divya743/divya743trackpadB,1.7021,0.4374,397.6526,5.1447,0.1200,0.0000,5.2810,10.4971,397.6526,3.9832,27.0000,400.0000,3.1027
divya-data/Trackpad/divya743/divya743trackpadC,1.7921,0.3559,396.9254,2.5412,0.2800,0.0000,6.3344,4.9805,396.9254,4.9896,13.0000,400.0000,3.5346
divya-data/Trackpad/divya743/divya743trackpadA,1.2560,0.2483,395.0199,11.5145,0.0000,0.0000,4.0015,26.3046,395.0199,3.0032,57.0000,400.0000,3.1859
divya-data/Trackpad/divya744/divya744trackpadC,2.1615,0.8050,597.9951,2.3865,0.0800,0.0000,6.7392,5.6504,597.9951,5.5593,13.0000,600.0000,3.1179
divya-data/Trackpad/divya744/divya744trackpadA,1.2933,0.3520,393.6150,11.5715,0.0000,0.0000,4.0372,25.5298,393.6150,3.0032,57.0000,400.0000,3.1216
divya-data/Trackpad/divya744/divya744trackpadB,1.3922,0.3563,397.7198,5.2071,0.0400,0.0000,5.2681,10.5957,397.7198,3.9832,27.0000,400.0000,3.7839
divya-data/FA/divya713/divya7132ndTimeA,1.2331,0.5275,402.2159,12.9936,0.1200,0.0000,4.0647,25.5642,402.2159,3.0032,57.0000,400.0000,3.2962
