ZhenT,A,2014-08-07

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin
0,1.18370485306,350.0,150.0,370,191,0,0,133,400,0
1,1.89884591103,324.933353287,548.422940263,352,592,0,0,133,400,0
2,2.81332397461,399.737977433,156.283367774,377,112,0,0,133,400,0
3,4.14679288864,276.375089463,535.955297178,299,603,1,0,133,400,4.75930153232
4,4.77357697487,446.35073482,174.738663991,446,185,0,0,133,400,0
5,6.44655394554,232.442949542,511.803398875,216,511,0,0,133,400,0
6,7.31212186813,486.909421186,204.206274516,485,163,0,0,133,400,0
7,8.28784489632,195.897351445,477.48479795,206,482,0,0,133,400,0
8,9.13501095772,518.8655851,242.834641004,512,212,0,0,133,400,0
9,10.0097029209,169.034589507,435.155858313,153,489,0,0,133,400,0
10,11.3039820194,540.211303259,288.196601125,554,271,0,0,133,400,0
11,12.2887849808,153.542549854,387.476262917,180,396,0,0,133,400,0
12,13.4838719368,549.605345686,337.441896094,607,339,0,0,133,400,0
13,14.5133919716,150.394654314,337.441896094,175,353,0,0,133,400,0
14,15.2114398479,546.457450146,387.476262917,510,377,0,0,133,400,0
15,16.0711898804,159.788696741,288.196601125,202,276,0,0,133,400,0
16,16.9870409966,530.965410493,435.155858313,562,457,0,0,133,400,0
17,17.9225299358,181.1344149,242.834641004,201,290,0,0,133,400,0
18,19.1770088673,504.102648555,477.48479795,453,490,0,0,133,400,0
19,20.8075799942,213.090578814,204.206274516,207,238,0,0,133,400,0
20,21.5550558567,467.557050458,511.803398875,463,509,0,0,133,400,0
21,22.7782828808,253.64926518,174.738663991,238,156,0,0,133,400,0
22,24.0331819057,423.624910537,535.955297178,468,540,0,0,133,400,0
23,24.9588098526,300.262022567,156.283367774,300,146,0,0,133,400,0
24,25.7643108368,375.066646713,548.422940263,401,567,0,0,133,400,0
25,26.5100090504,350.0,150.0,323,146,0,0,133,400,0
