PcaFRc,A,2014-08-28

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin, Homing Time1, Keyboard Homingtime, Typingtime, Word
0,1.309,350.000,150.000,307.000,173.000,1,0,57,400,20.765,0.789,1.341,2.317,overfemininity
1,7.753,293.653,541.899,395.000,147.000,1,0,57,400,379.696,0.243,0.808,1.978,approvability
2,12.038,458.128,181.749,218.000,580.000,1,0,57,400,437.043,0.002,0.763,0.680,candle
3,15.589,198.850,480.972,535.000,143.000,1,0,57,400,448.678,0.291,1.013,2.315,geophagism
4,20.216,531.926,266.917,219.000,408.000,1,0,57,400,315.260,0.123,0.815,2.904,autopotamic
5,26.746,152.036,378.463,278.000,258.000,1,0,57,400,146.294,0.445,0.990,2.324,marlene
6,31.558,547.964,378.463,140.000,392.000,1,0,57,400,380.189,0.008,0.748,2.969,autopotamic
7,38.341,168.074,266.917,251.000,199.000,1,0,57,400,79.189,0.509,0.819,1.711,shinnston
8,42.476,501.150,480.972,496.000,455.000,0,0,57,400,0.000,0.173,0.972,2.175,mareograph
9,47.419,241.872,181.749,280.000,365.000,1,0,57,400,159.175,0.158,0.701,8.865,marlene
10,59.193,406.347,541.899,385.000,198.000,1,0,57,400,316.560,0.038,1.166,4.802,geophagism
11,67.772,350.000,150.000,434.000,582.000,1,0,57,400,412.091,0.107
