P4T1,B,2014-09-05

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin, Homing Time1, Keyboard Homingtime, Typingtime, Word
0,0.826,350.000,150.000,350.000,151.000,0,0,27,400,0.000,1.156,0.571,0.520,candle
1,2.391,293.653,541.899,279.000,545.000,1,0,27,400,1.978,0.421,1.117,3.740,restaurant
2,3.331,458.128,181.749,455.000,186.000,0,0,27,400,0.000,0.449,0.593,1.589,table
3,4.328,198.850,480.972,208.000,475.000,0,0,27,400,0.000,0.502,0.703,0.634,computer
4,5.477,531.926,266.917,542.000,265.000,0,0,27,400,0.000,0.495,0.833,1.066,chair
5,6.443,152.036,378.463,158.000,374.000,0,0,27,400,0.000,0.403,0.779,0.658,napkin
6,7.612,547.964,378.463,546.000,379.000,0,1,27,400,0.000,0.608,0.742,1.365,government
7,8.841,168.074,266.917,160.000,263.000,0,0,27,400,0.000,0.552,0.726,0.396,paper
8,9.948,501.150,480.972,500.000,472.000,0,0,27,400,0.000,0.435,0.686,0.452,melon
9,10.924,241.872,181.749,241.000,188.000,0,0,27,400,0.000,0.565,0.764,0.882,backpack
10,12.146,406.347,541.899,401.000,538.000,0,0,27,400,0.000,0.591,0.683,1.450,woods
11,13.256,350.000,150.000,347.000,147.000,0,1,27,400,0.000,0.661
