P34T2,C,2014-08-29

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin, Homing Time1, Keyboard Homingtime, Typingtime, Word
0,1.991,350.000,150.000,353.000,149.000,0,0,13,400,0.000,2.851,0.905,2.290,research
1,7.487,293.653,541.899,296.000,541.000,0,0,13,400,0.000,0.668,0.673,1.607,woods
2,11.976,458.128,181.749,457.000,182.000,0,1,13,400,0.000,0.719,1.042,0.664,melon
3,17.257,198.850,480.972,202.000,480.000,0,0,13,400,0.000,0.753,1.423,5.099,college
4,29.229,531.926,266.917,524.000,259.000,1,0,13,400,5.203,0.689,0.874,4.940,microphone
5,38.861,152.036,378.463,148.000,379.000,0,0,13,400,0.000,0.686,1.466,3.991,napkin
6,48.113,547.964,378.463,549.000,390.000,1,0,13,400,5.583,0.728,1.458,3.030,mouse
7,59.265,168.074,266.917,175.000,269.000,1,0,13,400,1.233,0.700,1.567,6.346,toothpaste
8,69.746,501.150,480.972,503.000,485.000,0,0,13,400,0.000,0.678,1.257,3.747,towel
9,77.264,241.872,181.749,241.000,184.000,0,1,13,400,0.000,0.942,0.900,2.810,candle
10,85.418,406.347,541.899,415.000,543.000,1,1,13,400,2.723,0.849,1.040,1.061,scanner
11,90.048,350.000,150.000,351.000,153.000,0,0,13,400,0.000,0.719
