TcaMb,B,2014-08-28

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin, Homing Time1, Keyboard Homingtime, Typingtime, Word
0,1.327,350.000,150.000,353.000,157.000,0,0,27,400,0.000,0.256,0.998,0.596,korah
1,4.599,293.653,541.899,299.000,548.000,0,0,27,400,0.000,0.607,0.787,4.932,salespeople
2,12.126,458.128,181.749,467.000,188.000,0,0,27,400,0.000,0.745,0.905,1.336,understage
3,15.800,198.850,480.972,203.000,478.000,0,0,27,400,0.000,0.612,0.968,2.710,autopotamic
4,21.228,531.926,266.917,535.000,263.000,0,0,27,400,0.000,0.687,0.831,1.062,cannily
5,24.478,152.036,378.463,155.000,374.000,0,0,27,400,0.000,0.576,1.058,1.853,tumbrel
6,29.148,547.964,378.463,553.000,377.000,0,0,27,400,0.000,0.505,0.895,3.039,nonsawing
7,34.759,168.074,266.917,171.000,271.000,0,0,27,400,0.000,0.631,0.883,3.114,defencelessly
8,40.523,501.150,480.972,511.000,485.000,0,0,27,400,0.000,0.663,0.671,3.821,candle
9,46.569,241.872,181.749,245.000,178.000,0,1,27,400,0.000,0.749,0.775,2.637,autopotamic
10,51.675,406.347,541.899,408.000,539.000,0,0,27,400,0.000,0.713,0.796,8.992,salespeople
11,63.275,350.000,150.000,350.000,156.000,0,0,27,400,0.000,0.820
