X350Y150,B,2014-08-06

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, condition (W&D), errorMargin
0,1.68946409225,350.0,150.0,347,102,1,0,58,400,19.0936586256
1,3.19914007187,324.933353287,548.422940263,335,547,0,0,58,400,0
2,4.34617805481,399.737977433,156.283367774,385,147,0,0,58,400,0
3,6.7934589386,276.375089463,535.955297178,292,543,0,0,58,400,0
4,7.88172602654,446.35073482,174.738663991,435,193,0,0,58,400,0
5,8.95309495926,232.442949542,511.803398875,228,522,0,0,58,400,0
6,10.1849648952,486.909421186,204.206274516,471,205,0,0,58,400,0
7,12.1406540871,195.897351445,477.48479795,169,498,1,0,58,400,4.82811005525
8,13.5711860657,518.8655851,242.834641004,498,229,0,0,58,400,0
9,15.0748910904,169.034589507,435.155858313,188,439,0,0,58,400,0
10,17.6017251015,540.211303259,288.196601125,532,289,0,0,58,400,0
11,19.2633559704,153.542549854,387.476262917,167,380,0,0,58,400,0
12,22.6730349064,549.605345686,337.441896094,543,341,0,0,58,400,0
13,25.2658450603,150.394654314,337.441896094,152,341,0,0,58,400,0
14,27.3547508717,546.457450146,387.476262917,541,372,0,0,58,400,0
15,28.9456958771,159.788696741,288.196601125,156,287,0,0,58,400,0
16,32.4905591011,530.965410493,435.155858313,534,411,0,0,58,400,0
17,36.1361711025,181.1344149,242.834641004,184,233,0,0,58,400,0
18,37.3038039207,504.102648555,477.48479795,490,465,0,0,58,400,0
19,38.3893690109,213.090578814,204.206274516,223,193,0,0,58,400,0
20,39.6120660305,467.557050458,511.803398875,457,529,0,0,58,400,0
21,41.131567955,253.64926518,174.738663991,274,179,0,0,58,400,0
22,42.1244580746,423.624910537,535.955297178,405,520,0,0,58,400,0
23,43.2512750626,300.262022567,156.283367774,304,161,0,0,58,400,0
24,44.4825289249,375.066646713,548.422940263,381,549,0,0,58,400,0
25,45.5074720383,350.0,150.0,354,150,0,0,58,400,0
