X350Y150,C,2014-08-06

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, condition (W&D), errorMargin
0,5.18509602547,350.0,50.0,354,51,0,0,19,600,0
1,7.98575305939,312.400029931,647.634410394,310,645,0,0,19,600,0
2,10.2787339687,424.606966149,59.4250516614,421,56,0,0,19,600,0
3,13.9442451,239.562634195,628.932945766,234,636,0,0,19,600,0
4,16.7558619976,494.526102231,87.1079959868,495,68,1,0,19,600,10.1138716572
5,18.2766001225,173.664424312,592.705098312,170,598,0,0,19,600,0
6,20.5308759212,555.364131779,131.309411774,182,583,1,0,19,600,577.024882058
7,22.4542241096,118.846027167,541.227196925,123,549,0,0,19,600,0
8,23.9851169586,603.298377651,189.251961506,609,195,0,0,19,600,0
9,27.0117440224,78.5518842602,477.73378747,72,485,1,0,19,600,0.783917001746
10,30.4694991112,635.316954889,257.294901688,642,265,1,0,19,600,1.19958979404
11,32.7021560669,55.3138247814,406.214394376,634,251,1,0,19,600,590.140382223
12,36.7686080933,649.408018528,331.162844141,645,323,1,0,19,600,0.276995840306
13,39.4028439522,50.5919814715,331.162844141,55,326,0,0,19,600,0
14,42.1682429314,644.686175219,406.214394376,655,409,1,0,19,600,1.68337869381
15,44.0782630444,64.6830451115,257.294901688,72,262,0,0,19,600,0
16,46.7877540588,621.44811574,477.73378747,617,474,0,0,19,600,0
17,50.608850956,96.7016223494,189.251961506,98,184,0,0,19,600,0
18,54.0691270828,581.153972833,541.227196925,571,541,1,0,19,600,1.15651430022
19,56.4272019863,144.635868221,131.309411774,140,124,0,0,19,600,0
20,58.7365350723,526.335575688,592.705098312,519,593,0,0,19,600,0
21,60.651102066,205.473897769,87.1079959868,210,92,0,0,19,600,0
22,63.6094329357,460.437365805,628.932945766,456,626,0,0,19,600,0
23,66.1301090717,275.393033851,59.4250516614,272,60,0,0,19,600,0
24,69.1044290066,387.599970069,647.634410394,388,655,0,0,19,600,0
25,71.7236099243,350.0,50.0,350,50,0,0,19,600,0
