ZhenX200Y250,B,2014-08-07

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin
0,0.825705051422,350.0,150.0,337,147,0,0,58,400,0
1,1.84449195862,324.933353287,548.422940263,326,554,0,0,58,400,0
2,2.98509192467,399.737977433,156.283367774,393,157,0,0,58,400,0
3,3.87883591652,276.375089463,535.955297178,295,528,0,0,58,400,0
4,4.94636487961,446.35073482,174.738663991,297,529,1,0,58,400,355.456416492
5,5.8954949379,232.442949542,511.803398875,240,528,0,0,58,400,0
6,7.10237693787,486.909421186,204.206274516,468,197,0,0,58,400,0
7,9.69088196754,195.897351445,477.48479795,225,467,1,0,58,400,1.93372174459
8,11.0397000313,518.8655851,242.834641004,518,243,0,0,58,400,0
9,12.2080359459,169.034589507,435.155858313,172,451,0,0,58,400,0
10,13.5190360546,540.211303259,288.196601125,544,295,0,0,58,400,0
11,15.0505850315,153.542549854,387.476262917,115,389,1,0,58,400,9.57265772495
12,16.0140309334,549.605345686,337.441896094,561,331,0,0,58,400,0
13,17.3271398544,150.394654314,337.441896094,172,335,0,0,58,400,0
14,18.5924720764,546.457450146,387.476262917,522,385,0,0,58,400,0
15,19.650564909,159.788696741,288.196601125,149,286,0,0,58,400,0
16,20.7752799988,530.965410493,435.155858313,517,424,0,0,58,400,0
17,21.7107188702,181.1344149,242.834641004,182,247,0,0,58,400,0
18,23.9175050259,504.102648555,477.48479795,508,469,0,0,58,400,0
19,25.1554689407,213.090578814,204.206274516,193,217,0,0,58,400,0
20,26.3256239891,467.557050458,511.803398875,470,511,0,0,58,400,0
21,27.5051879883,253.64926518,174.738663991,251,175,0,0,58,400,0
22,28.7587759495,423.624910537,535.955297178,412,538,0,0,58,400,0
23,30.1437768936,300.262022567,156.283367774,289,171,0,0,58,400,0
24,31.3113029003,375.066646713,548.422940263,375,541,0,0,58,400,0
25,32.7629048824,350.0,150.0,345,150,0,0,58,400,0
