X250Y300,A,2014-08-05

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, condition (W&D), errorMargin
0,0.80847120285,350.0,150.0,321,141,0,0,133,400,0
1,1.82130718231,324.933353287,548.422940263,315,533,0,0,133,400,0
2,2.79911613464,399.737977433,156.283367774,370,155,0,0,133,400,0
3,3.78426504135,276.375089463,535.955297178,264,530,0,0,133,400,0
4,4.79365706444,446.35073482,174.738663991,412,177,0,0,133,400,0
5,5.80225801468,232.442949542,511.803398875,235,518,0,0,133,400,0
6,6.75058698654,486.909421186,204.206274516,481,207,0,0,133,400,0
7,7.71051216125,195.897351445,477.48479795,140,478,0,0,133,400,0
8,8.69010305405,518.8655851,242.834641004,511,257,0,0,133,400,0
9,10.2612230778,169.034589507,435.155858313,103,434,1,0,133,400,0.0447047065155
10,11.5771420002,540.211303259,288.196601125,504,306,0,0,133,400,0
11,12.5968260765,153.542549854,387.476262917,189,389,0,0,133,400,0
12,13.5324010849,549.605345686,337.441896094,542,329,0,0,133,400,0
13,14.8744020462,150.394654314,337.441896094,64,360,1,0,133,400,23.2911213163
14,15.8868911266,546.457450146,387.476262917,558,360,0,0,133,400,0
15,16.7591772079,159.788696741,288.196601125,167,294,0,0,133,400,0
16,17.7782711983,530.965410493,435.155858313,571,400,0,0,133,400,0
17,18.6952040195,181.1344149,242.834641004,147,251,0,0,133,400,0
18,19.722784996,504.102648555,477.48479795,489,434,0,0,133,400,0
19,20.6329741478,213.090578814,204.206274516,198,243,0,0,133,400,0
20,21.6578412056,467.557050458,511.803398875,473,490,0,0,133,400,0
21,22.5848519802,253.64926518,174.738663991,258,198,0,0,133,400,0
22,23.5938100815,423.624910537,535.955297178,411,521,0,0,133,400,0
23,24.6184780598,300.262022567,156.283367774,252,159,0,0,133,400,0
24,25.6926760674,375.066646713,548.422940263,385,534,0,0,133,400,0
25,26.5642280579,350.0,150.0,344,168,0,0,133,400,0
