p26m3 ,C,2015-04-10

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin, Homing Time1, Keyboard Homingtime, Typingtime, Word
0,1.400,350.000,150.000,355.000,154.000,1,0,13,400,0.403,1.401,1.002,2.174,google
1,2.292,293.653,541.899,295.000,545.000,0,0,13,400,0.000,0.489,0.854,0.331,owed
2,3.285,458.128,181.749,457.000,180.000,0,0,13,400,0.000,0.387,0.853,0.458,ruins
3,4.280,198.850,480.972,198.000,484.000,0,0,13,400,0.000,0.427,0.854,0.379,rusty
4,5.399,531.926,266.917,532.000,268.000,0,0,13,400,0.000,0.428,0.784,0.506,google
5,6.164,152.036,378.463,154.000,381.000,0,0,13,400,0.000,0.408,0.792,0.267,hair
6,7.178,547.964,378.463,549.000,378.000,0,0,13,400,0.000,0.427,0.792,2.152,backpack
7,8.397,168.074,266.917,168.000,268.000,0,0,13,400,0.000,0.468,0.772,0.421,melon
8,9.415,501.150,480.972,501.000,482.000,0,0,13,400,0.000,0.510,0.872,0.460,flick
9,10.368,241.872,181.749,241.000,183.000,0,0,13,400,0.000,0.489,0.871,0.310,owed
10,11.216,406.347,541.899,408.000,545.000,0,0,13,400,0.000,0.428,0.812,0.482,agree
11,12.354,350.000,150.000,349.000,151.000,0,0,13,400,0.000,0.245
