x300y290,B
,2014-07-30

Target#, time, targetX, targetY, clicked, keyPressed, condition (W&D), errorMargin
0,0.937703847885,350.0,150.0,0,0,58,400,0
1,1.94318890572,324.933353287,548.422940263,0,0,58,400,0
2,2.78956699371,399.737977433,156.283367774,0,0,58,400,0
3,3.81441688538,276.375089463,535.955297178,1,0,58,400,4.26488823924
4,4.59451889992,446.35073482,174.738663991,0,0,58,400,0
5,5.54429483414,232.442949542,511.803398875,0,0,58,400,0
6,6.39874982834,486.909421186,204.206274516,0,0,58,400,0
7,7.28076195717,195.897351445,477.48479795,0,0,58,400,0
8,8.10321903229,518.8655851,242.834641004,0,0,58,400,0
9,8.91328787804,169.034589507,435.155858313,0,0,58,400,0
10,9.71650195122,540.211303259,288.196601125,0,0,58,400,0
11,10.5758228302,153.542549854,387.476262917,0,0,58,400,0
12,11.33436203,549.605345686,337.441896094,0,0,58,400,0
13,12.1774699688,150.394654314,337.441896094,0,0,58,400,0
14,14.1347880363,546.457450146,387.476262917,1,0,58,400,0
15,14.968971014,159.788696741,288.196601125,0,0,58,400,7.49857442643
16,15.669451952,530.965410493,435.155858313,0,0,58,400,0
17,16.7894220352,181.1344149,242.834641004,1,0,58,400,0
18,17.8162050247,504.102648555,477.48479795,0,0,58,400,0
19,18.7264499664,213.090578814,204.206274516,0,0,58,400,27.7251762769
20,19.8092958927,467.557050458,511.803398875,0,0,58,400,0
21,20.725812912,253.64926518,174.738663991,0,0,58,400,0
22,21.945950985,423.624910537,535.955297178,0,0,58,400,0
23,22.8907968998,300.262022567,156.283367774,0,0,58,400,0
24,23.9651198387,375.066646713,548.422940263,0,0,58,400,0
25,24.8953719139,350.0,150.0,0,0,58,400,0
