p16f3,B,None,2015-04-03

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin, Homing Time1, Keyboard Homingtime, Typingtime, Word
0,1.001,350.000,150.000,351.000,149.000,0,0,27,400,0.000,0.003,3.101,1.319,backpack
1,2.680,293.653,541.899,293.000,538.000,0,1,27,400,0.000,0.388,1.137,0.831,dares
2,4.047,458.128,181.749,466.000,190.000,0,1,27,400,0.000,0.428,0.954,1.101,avenue
3,5.539,198.850,480.972,195.000,489.000,0,1,27,400,0.000,0.268,1.073,0.646,table
4,7.028,531.926,266.917,543.000,271.000,0,1,27,400,0.000,0.269,1.338,1.102,candle
5,8.624,152.036,378.463,145.000,376.000,0,1,27,400,0.000,0.349,0.995,2.844,grail
6,9.931,547.964,378.463,545.000,379.000,0,1,27,400,0.000,1.506,1.048,0.812,grail
7,11.728,168.074,266.917,157.000,266.000,0,1,27,400,0.000,1.001,1.299,0.996,jewel
8,13.588,501.150,480.972,495.000,479.000,0,1,27,400,0.000,0.326,0.990,1.478,backpack
9,14.897,241.872,181.749,245.000,182.000,0,1,27,400,0.000,0.309,1.134,0.441,male
10,16.775,406.347,541.899,406.000,548.000,0,1,27,400,0.000,1.202,0.993,0.506,male
11,17.977,350.000,150.000,346.000,151.000,0,1,27,400,0.000,0.411
