T30P6,B,2014-09-08

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin, Homing Time1, Keyboard Homingtime, Typingtime, Word
0,0.897,350.000,150.000,359.000,155.000,0,0,27,400,0.000,0.401,0.694,0.181,her
1,2.540,293.653,541.899,289.000,542.000,0,0,27,400,0.000,0.304,0.681,0.182,her
2,2.235,458.128,181.749,458.000,180.000,0,0,27,400,0.000,0.344,0.662,1.188,candle
3,4.452,198.850,480.972,193.000,478.000,0,0,27,400,0.000,0.445,0.648,0.720,cafe
4,4.147,531.926,266.917,535.000,267.000,0,0,27,400,0.000,0.359,0.729,0.637,bring
5,3.803,152.036,378.463,165.000,379.000,0,0,27,400,0.000,0.440,1.159,1.628,woods
6,5.911,547.964,378.463,537.000,374.000,0,0,27,400,0.000,0.438,0.957,0.237,you
7,5.606,168.074,266.917,159.000,268.000,0,0,27,400,0.000,0.425,0.812,1.440,garbage
8,5.262,501.150,480.972,503.000,471.000,0,0,27,400,0.000,0.496,0.736,1.019,kettle
9,4.817,241.872,181.749,246.000,179.000,0,0,27,400,0.000,0.477,0.673,0.379,lamp
10,7.689,406.347,541.899,405.000,543.000,0,0,27,400,0.000,0.499,0.805,1.206,garbage
11,7.385,350.000,150.000,351.000,156.000,0,0,27,400,0.000,0.482
