X350Y350,A,2014-08-06

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, condition (W&D), errorMargin
0,0.82072687149,350.0,150.0,347,124,0,0,133,400,0
1,2.37306404114,324.933353287,548.422940263,341,536,0,0,133,400,0
2,3.50526285172,399.737977433,156.283367774,395,172,0,0,133,400,0
3,4.602891922,276.375089463,535.955297178,287,523,0,0,133,400,0
4,5.72000789642,446.35073482,174.738663991,438,193,0,0,133,400,0
5,6.71891403198,232.442949542,511.803398875,192,512,0,0,133,400,0
6,7.63088083267,486.909421186,204.206274516,486,249,0,0,133,400,0
7,8.55464100838,195.897351445,477.48479795,162,476,0,0,133,400,0
8,9.48770689964,518.8655851,242.834641004,506,275,0,0,133,400,0
9,10.3628578186,169.034589507,435.155858313,177,426,0,0,133,400,0
10,11.1798398495,540.211303259,288.196601125,576,300,0,0,133,400,0
11,12.083427906,153.542549854,387.476262917,158,364,0,0,133,400,0
12,12.9095928669,549.605345686,337.441896094,545,339,0,0,133,400,0
13,13.8345959187,150.394654314,337.441896094,152,339,0,0,133,400,0
14,14.8221218586,546.457450146,387.476262917,532,366,0,0,133,400,0
15,16.1847999096,159.788696741,288.196601125,100,333,1,0,133,400,8.71300294283
16,17.0967898369,530.965410493,435.155858313,578,397,0,0,133,400,0
17,18.1127989292,181.1344149,242.834641004,185,278,0,0,133,400,0
18,18.9868249893,504.102648555,477.48479795,457,463,0,0,133,400,0
19,19.911962986,213.090578814,204.206274516,186,222,0,0,133,400,0
20,20.8466148376,467.557050458,511.803398875,462,479,0,0,133,400,0
21,21.8445780277,253.64926518,174.738663991,250,202,0,0,133,400,0
22,22.8727619648,423.624910537,535.955297178,442,515,0,0,133,400,0
23,23.8334519863,300.262022567,156.283367774,304,194,0,0,133,400,0
24,24.862872839,375.066646713,548.422940263,365,522,0,0,133,400,0
25,25.8266689777,350.0,150.0,336,204,0,0,133,400,0
