P12T1,C,2014-09-05

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin, Homing Time1, Keyboard Homingtime, Typingtime, Word
0,2.683,350.000,150.000,353.000,149.000,0,0,13,400,0.000,1.013,0.831,0.504,friend
1,4.943,293.653,541.899,298.000,540.000,0,0,13,400,0.000,0.597,1.087,2.095,pittsburgh
2,7.027,458.128,181.749,458.000,182.000,0,0,13,400,0.000,0.670,0.826,1.210,garbage
3,9.759,198.850,480.972,200.000,479.000,0,0,13,400,0.000,0.590,0.830,1.296,toothpaste
4,11.619,531.926,266.917,535.000,270.000,0,1,13,400,0.000,0.648,0.774,0.770,candle
5,14.275,152.036,378.463,149.000,380.000,0,0,13,400,0.000,0.449,0.779,1.659,microphone
6,16.629,547.964,378.463,548.000,381.000,0,0,13,400,0.000,0.562,0.744,1.378,paper
7,18.622,168.074,266.917,170.000,264.000,0,0,13,400,0.000,0.490,0.795,0.800,computer
8,20.997,501.150,480.972,504.000,485.000,0,0,13,400,0.000,0.619,0.692,0.428,woods
9,22.746,241.872,181.749,243.000,186.000,0,0,13,400,0.000,0.415,0.624,1.142,napkin
10,25.310,406.347,541.899,409.000,542.000,0,0,13,400,0.000,0.468,0.668,2.220,paper
11,26.982,350.000,150.000,351.000,150.000,0,0,13,400,0.000,0.488
