P24F1   ,C,2014-09-15

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin, Homing Time1, Keyboard Homingtime, Typingtime, Word
0,5.888,350.000,150.000,354.000,156.000,1,0,13,400,1.211,1.397,1.902,0.793,scanner
1,9.699,293.653,541.899,294.000,539.000,0,0,13,400,0.000,1.178,1.798,3.052,him
2,8.521,458.128,181.749,460.000,181.000,0,0,13,400,0.000,1.930,3.074,0.490,him
3,13.681,198.850,480.972,194.000,486.000,1,0,13,400,0.986,1.262,1.762,0.970,melon
4,12.503,531.926,266.917,533.000,265.000,0,0,13,400,0.000,1.314,1.793,2.444,backpack
5,10.573,152.036,378.463,152.000,385.000,1,0,13,400,0.537,1.704,1.807,3.911,university
6,18.417,547.964,378.463,548.000,379.000,0,0,13,400,0.000,1.372,1.578,0.908,bring
7,17.239,168.074,266.917,167.000,264.000,0,0,13,400,0.000,1.263,1.813,0.655,flower
8,15.309,501.150,480.972,499.000,481.000,0,0,13,400,0.000,1.219,1.499,1.882,government
9,14.047,241.872,181.749,240.000,181.000,0,0,13,400,0.000,1.231,1.728,0.885,college
10,21.687,406.347,541.899,407.000,543.000,0,0,13,400,0.000,1.255,1.317,1.507,microphone
11,20.509,350.000,150.000,352.000,154.000,0,0,13,400,0.000,1.187
