p5f4,B,None,2015-03-29

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin, Homing Time1, Keyboard Homingtime, Typingtime, Word
0,1.897,350.000,150.000,353.000,151.000,0,1,27,400,0.000,0.004,2.227,1.409,napkin
1,3.492,293.653,541.899,293.000,540.000,0,1,27,400,0.000,0.493,1.176,0.671,trail
2,4.785,458.128,181.749,456.000,182.000,0,1,27,400,0.000,0.472,0.829,0.728,today
3,5.849,198.850,480.972,200.000,481.000,0,1,27,400,0.000,0.370,0.812,0.691,candle
4,7.483,531.926,266.917,533.000,266.000,0,1,27,400,0.000,0.353,0.967,1.005,backpack
5,8.853,152.036,378.463,149.000,379.000,0,1,27,400,0.000,0.288,1.001,0.909,you
6,10.189,547.964,378.463,547.000,379.000,0,1,27,400,0.000,0.411,0.929,0.610,rusty
7,11.687,168.074,266.917,173.000,264.000,0,1,27,400,0.000,0.410,0.878,2.175,door
8,13.401,501.150,480.972,497.000,486.000,0,1,27,400,0.000,0.249,0.683,0.566,trail
9,14.975,241.872,181.749,245.000,184.000,0,1,27,400,0.000,0.289,0.724,0.736,scanner
10,16.242,406.347,541.899,408.000,540.000,0,1,27,400,0.000,0.268,0.869,0.314,you
11,17.508,350.000,150.000,348.000,149.000,0,1,27,400,0.000,0.227
