P12M2,B,2014-09-17

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin, Homing Time1, Keyboard Homingtime, Typingtime, Word
0,0.886,350.000,150.000,354.000,153.000,0,0,27,400,0.000,0.000,0.888,1.016,government
1,2.182,293.653,541.899,291.000,541.000,0,0,27,400,0.000,0.679,0.641,1.073,university
2,1.503,458.128,181.749,455.000,184.000,0,0,27,400,0.000,0.597,0.819,0.709,fingers
3,3.540,198.850,480.972,196.000,476.000,0,0,27,400,0.000,0.327,0.842,0.595,tissue
4,2.861,531.926,266.917,529.000,268.000,0,0,27,400,0.000,0.434,0.665,3.296,printer
5,2.264,152.036,378.463,143.000,383.000,0,0,27,400,0.000,0.533,0.661,0.682,cafe
6,4.556,547.964,378.463,552.000,381.000,0,0,27,400,0.000,0.312,0.625,2.595,table
7,3.877,168.074,266.917,174.000,270.000,0,0,27,400,0.000,0.523,0.744,0.983,speakers
8,3.280,501.150,480.972,500.000,478.000,0,0,27,400,0.000,0.296,0.678,1.436,printer
9,2.953,241.872,181.749,242.000,183.000,0,0,27,400,0.000,0.196,0.666,1.982,toothpaste
10,5.759,406.347,541.899,407.000,541.000,0,0,27,400,0.000,0.615,0.683,1.106,avenue
11,5.080,350.000,150.000,349.000,149.000,0,0,27,400,0.000,0.385
