p1t2,B,2015-03-26

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin, Homing Time1, Keyboard Homingtime, Typingtime, Word
0,2.234,350.000,150.000,363.000,163.000,1,0,27,400,5.385,1.604,0.871,0.613,kettle
1,4.193,293.653,541.899,299.000,537.000,0,0,27,400,0.000,0.651,0.811,1.858,avenue
2,6.108,458.128,181.749,464.000,189.000,0,0,27,400,0.000,0.529,0.728,2.307,restaurant
3,8.050,198.850,480.972,196.000,481.000,0,0,27,400,0.000,0.854,0.649,0.479,chair
4,9.341,531.926,266.917,538.000,268.000,0,0,27,400,0.000,0.428,0.730,1.886,computer
5,11.073,152.036,378.463,152.000,371.000,0,0,27,400,0.000,0.346,0.891,0.411,bring
6,12.823,547.964,378.463,148.000,368.000,1,0,27,400,387.101,0.410,1.017,0.925,keyboard
7,14.409,168.074,266.917,170.000,270.000,0,1,27,400,0.000,0.531,0.764,0.475,woods
8,15.766,501.150,480.972,505.000,483.000,0,0,27,400,0.000,0.529,0.689,0.177,him
9,17.697,241.872,181.749,240.000,177.000,0,0,27,400,0.000,0.447,0.723,0.265,male
10,19.425,406.347,541.899,407.000,541.000,0,0,27,400,0.000,0.468,0.608,0.495,gates
11,21.132,350.000,150.000,350.000,150.000,0,0,27,400,0.000,0.447
