juliantest,A,2014-09-05

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin, Homing Time1, Keyboard Homingtime, Typingtime, Word
0,1.394,350.000,150.000,343.000,130.000,0,0,57,400,0.000,2.435,1.338,0.575,female
1,6.484,293.653,541.899,292.000,531.000,0,0,57,400,0.000,0.001,2.064,0.767,avenue
2,6.483,458.128,181.749,471.000,194.000,0,1,57,400,0.000,5.584,3.203,0.892,napkin
3,12.807,198.850,480.972,202.000,499.000,0,0,57,400,0.000,1.525,2.394,1.296,speakers
4,12.806,531.926,266.917,554.000,270.000,0,0,57,400,0.000,1.526,0.845,0.884,street
5,7.222,152.036,378.463,163.000,387.000,0,0,57,400,0.000,0.918,1.370,0.427,door
6,16.153,547.964,378.463,562.000,376.000,0,0,57,400,0.000,0.748,11.873,0.454,table
7,16.152,168.074,266.917,182.000,265.000,0,0,57,400,0.000,0.845,1.165,0.688,towel
8,10.568,501.150,480.972,491.000,481.000,0,0,57,400,0.000,0.906,2.885,0.884,flower
9,9.043,241.872,181.749,246.000,166.000,0,0,57,400,0.000,1.063,1.201,0.283,you
10,18.490,406.347,541.899,413.000,536.000,0,0,57,400,0.000,0.805,1.744,0.525,chair
11,18.490,350.000,150.000,358.000,148.000,0,0,57,400,0.000,0.786
