ZhenX200Y150,C,2014-08-07

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin
0,2.47674393654,350.0,50.0,339,54,1,0,19,600,2.70469991072
1,5.53207993507,312.400029931,647.634410394,307,637,1,0,19,600,2.92690268627
2,7.66535282135,424.606966149,59.4250516614,418,58,0,0,19,600,0
3,9.93635582924,239.562634195,628.932945766,230,630,1,0,19,600,0.621984071747
4,11.920293808,494.526102231,87.1079959868,489,83,0,0,19,600,0
5,13.4971399307,173.664424312,592.705098312,171,586,0,0,19,600,0
6,15.8455719948,555.364131779,131.309411774,557,128,0,0,19,600,0
7,18.1056628227,118.846027167,541.227196925,115,543,0,0,19,600,0
8,21.1295619011,603.298377651,189.251961506,605,212,1,0,19,600,13.8115929722
9,23.3523490429,78.5518842602,477.73378747,84,473,0,0,19,600,0
10,24.860877037,635.316954889,257.294901688,631,256,0,0,19,600,0
11,28.3800518513,55.3138247814,406.214394376,67,406,1,0,19,600,2.68814169098
12,30.6888689995,649.408018528,331.162844141,643,328,0,0,19,600,0
13,32.8144829273,50.5919814715,331.162844141,44,335,0,0,19,600,0
14,36.2326588631,644.686175219,406.214394376,651,399,1,0,19,600,0.587067830078
15,38.8039619923,64.6830451115,257.294901688,57,255,0,0,19,600,0
16,40.8668959141,621.44811574,477.73378747,625,472,0,0,19,600,0
17,44.7715799809,96.7016223494,189.251961506,86,183,1,0,19,600,3.39402047704
18,46.730481863,581.153972833,541.227196925,576,537,0,0,19,600,0
19,49.7356088161,144.635868221,131.309411774,144,122,1,0,19,600,0.331102612499
20,53.5521829128,526.335575688,592.705098312,532,580,1,0,19,600,4.91061558376
21,56.5512778759,205.473897769,87.1079959868,198,76,1,0,19,600,4.38830544589
22,59.4380910397,460.437365805,628.932945766,470,622,1,0,19,600,2.81142284996
23,62.3385548592,275.393033851,59.4250516614,259,56,1,0,19,600,7.74701578516
24,64.3181939125,387.599970069,647.634410394,384,651,0,0,19,600,0
25,65.9716978073,350.0,50.0,355,49,0,0,19,600,0
