ZhenX200Y150,B,2014-08-07

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin
0,1.30040597916,350.0,150.0,324,166,1,0,58,400,1.52867504495
1,2.53165793419,324.933353287,548.422940263,328,558,0,0,58,400,0
2,3.60454201698,399.737977433,156.283367774,395,153,0,0,58,400,0
3,4.44393610954,276.375089463,535.955297178,274,543,0,0,58,400,0
4,5.57185101509,446.35073482,174.738663991,278,539,1,0,58,400,372.283304942
5,6.54028892517,232.442949542,511.803398875,230,515,0,0,58,400,0
6,7.96047592163,486.909421186,204.206274516,461,226,1,0,58,400,4.85652930624
7,9.16603207588,195.897351445,477.48479795,211,493,0,0,58,400,0
8,10.3717389107,518.8655851,242.834641004,528,226,0,0,58,400,0
9,11.3602509499,169.034589507,435.155858313,192,425,0,0,58,400,0
10,12.6778841019,540.211303259,288.196601125,528,286,0,0,58,400,0
11,13.7559099197,153.542549854,387.476262917,144,396,0,0,58,400,0
12,14.8644549847,549.605345686,337.441896094,537,334,0,0,58,400,0
13,16.0183439255,150.394654314,337.441896094,153,335,0,0,58,400,0
14,18.4430799484,546.457450146,387.476262917,537,392,0,0,58,400,0
15,19.5542480946,159.788696741,288.196601125,153,287,0,0,58,400,0
16,20.8278748989,530.965410493,435.155858313,528,439,0,0,58,400,0
17,22.0445799828,181.1344149,242.834641004,205,234,0,0,58,400,0
18,23.4236049652,504.102648555,477.48479795,480,471,0,0,58,400,0
19,24.5392429829,213.090578814,204.206274516,211,196,0,0,58,400,0
20,25.934333086,467.557050458,511.803398875,492,543,1,0,58,400,10.6318773722
21,27.1229310036,253.64926518,174.738663991,268,191,0,0,58,400,0
22,28.122895956,423.624910537,535.955297178,421,550,0,0,58,400,0
23,29.3018229008,300.262022567,156.283367774,302,150,0,0,58,400,0
24,31.6079659462,375.066646713,548.422940263,387,550,0,0,58,400,0
25,32.6927480698,350.0,150.0,346,159,0,0,58,400,0
