ZhenX250Y150JL,C,2014-08-07

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin
0,0.746061086655,350.0,50.0,342,52,0,0,19,600,0
1,2.14077186584,312.400029931,647.634410394,317,647,0,0,19,600,0
2,3.45097398758,424.606966149,59.4250516614,425,57,0,0,19,600,0
3,4.66817188263,239.562634195,628.932945766,245,636,0,0,19,600,0
4,6.01319098473,494.526102231,87.1079959868,495,81,0,0,19,600,0
5,7.60595798492,173.664424312,592.705098312,172,595,0,0,19,600,0
6,9.20188093185,555.364131779,131.309411774,554,129,0,0,19,600,0
7,10.6848020554,118.846027167,541.227196925,122,546,0,0,19,600,0
8,12.1442439556,603.298377651,189.251961506,603,186,0,0,19,600,0
9,13.606128931,78.5518842602,477.73378747,76,477,0,0,19,600,0
10,15.1487879753,635.316954889,257.294901688,633,262,0,0,19,600,0
11,16.3492999077,55.3138247814,406.214394376,52,407,0,0,19,600,0
12,18.2945480347,649.408018528,331.162844141,660,323,1,0,19,600,4.37243792158
13,20.5035300255,50.5919814715,331.162844141,54,330,0,0,19,600,0
14,21.8508660793,644.686175219,406.214394376,641,400,0,0,19,600,0
15,23.418202877,64.6830451115,257.294901688,71,254,0,0,19,600,0
16,24.9343659878,621.44811574,477.73378747,623,476,0,0,19,600,0
17,26.4808239937,96.7016223494,189.251961506,101,186,0,0,19,600,0
18,28.7064518929,581.153972833,541.227196925,574,531,1,0,19,600,3.4809809
19,30.5511510372,144.635868221,131.309411774,144,127,0,0,19,600,0
20,32.593654871,526.335575688,592.705098312,528,593,0,0,19,600,0
21,34.196928978,205.473897769,87.1079959868,201,80,0,0,19,600,0
22,36.157310009,460.437365805,628.932945766,464,631,0,0,19,600,0
23,39.3810350895,275.393033851,59.4250516614,273,50,1,0,19,600,0.724104577292
24,41.7649869919,387.599970069,647.634410394,376,641,1,0,19,600,4.36318475847
25,43.5109300613,350.0,50.0,349,47,0,0,19,600,0
