X250Y350,B,2014-08-05

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width, distance, errorMargin
0,1.20598196983,350.0,150.0,329,149,0,0,58,400,0
1,2.37088894844,324.933353287,548.422940263,315,564,0,0,58,400,0
2,3.54855585098,399.737977433,156.283367774,393,151,0,0,58,400,0
3,4.58252382278,276.375089463,535.955297178,262,545,0,0,58,400,0
4,5.61909890175,446.35073482,174.738663991,438,174,0,0,58,400,0
5,8.41316199303,232.442949542,511.803398875,240,511,0,0,58,400,0
6,10.053511858,486.909421186,204.206274516,480,212,0,0,58,400,0
7,11.3506128788,195.897351445,477.48479795,192,481,0,0,58,400,0
8,12.8261799812,518.8655851,242.834641004,511,250,0,0,58,400,0
9,14.3408780098,169.034589507,435.155858313,173,435,0,0,58,400,0
10,16.0071649551,540.211303259,288.196601125,523,279,0,0,58,400,0
11,16.9625658989,153.542549854,387.476262917,158,401,0,0,58,400,0
12,18.0131399632,549.605345686,337.441896094,544,339,0,0,58,400,0
13,19.6809988022,150.394654314,337.441896094,110,361,1,0,58,400,17.7622963167
14,21.1237928867,546.457450146,387.476262917,561,390,0,0,58,400,0
15,24.4435358047,159.788696741,288.196601125,154,292,0,0,58,400,0
16,25.721985817,530.965410493,435.155858313,540,434,0,0,58,400,0
17,27.043200016,181.1344149,242.834641004,179,257,0,0,58,400,0
18,28.6597959995,504.102648555,477.48479795,510,473,0,0,58,400,0
19,29.9382460117,213.090578814,204.206274516,208,220,0,0,58,400,0
20,31.2007648945,467.557050458,511.803398875,469,503,0,0,58,400,0
21,32.4291298389,253.64926518,174.738663991,240,184,0,0,58,400,0
22,33.8103790283,423.624910537,535.955297178,416,527,0,0,58,400,0
23,34.9895288944,300.262022567,156.283367774,296,162,0,0,58,400,0
24,36.2309408188,375.066646713,548.422940263,388,544,0,0,58,400,0
25,37.3356800079,350.0,150.0,328,156,0,0,58,400,0
