TcaMc,C,2014-08-28

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin, Homing Time1, Keyboard Homingtime, Typingtime, Word
0,0.987,350.000,150.000,350.000,146.000,0,0,13,400,0.000,0.236,1.277,1.571,understage
1,5.945,293.653,541.899,290.000,540.000,0,0,13,400,0.000,0.754,1.039,2.550,mareograph
2,11.119,458.128,181.749,458.000,184.000,0,0,13,400,0.000,0.706,0.925,3.873,phycocolloid
3,17.580,198.850,480.972,201.000,482.000,0,0,13,400,0.000,0.505,1.135,1.477,lapstreak
4,22.258,531.926,266.917,536.000,266.000,0,0,13,400,0.000,0.632,0.900,5.042,understage
5,30.678,152.036,378.463,158.000,381.000,1,0,13,400,0.481,0.801,1.019,2.308,nonutterance
6,35.492,547.964,378.463,547.000,377.000,0,0,13,400,0.000,0.599,1.080,2.770,blackwood
7,42.180,168.074,266.917,167.000,275.000,1,1,13,400,2.154,0.705,0.979,2.161,weslaco
8,47.018,501.150,480.972,503.000,481.000,0,0,13,400,0.000,0.664,1.148,1.334,keifer
9,51.292,241.872,181.749,244.000,179.000,0,0,13,400,0.000,0.655,0.710,0.762,candle
10,54.493,406.347,541.899,410.000,545.000,0,0,13,400,0.000,0.515,0.750,1.657,counteraction
11,58.761,350.000,150.000,351.000,150.000,0,0,13,400,0.000,0.587
