x350y250,B
,2014-07-30

Target#, time, targetX, targetY, clicked, keyPressed, condition (W&D), errorMargin
0,1.13259601593,350.0,150.0,0,0,58,400,0
1,1.8417429924,324.933353287,548.422940263,0,0,58,400,0
2,2.78394007683,399.737977433,156.283367774,1,0,58,400,22.3128090814
3,3.56110811234,276.375089463,535.955297178,0,0,58,400,0
4,4.16120004654,446.35073482,174.738663991,0,0,58,400,0
5,4.8663611412,232.442949542,511.803398875,0,0,58,400,0
6,5.43278217316,486.909421186,204.206274516,0,0,58,400,0
7,7.89401602745,195.897351445,477.48479795,1,0,58,400,0
8,8.95027303696,518.8655851,242.834641004,0,0,58,400,42.7764210577
9,9.98835706711,169.034589507,435.155858313,1,0,58,400,2.52924375867
10,11.0975389481,540.211303259,288.196601125,0,0,58,400,0
11,13.1580810547,153.542549854,387.476262917,1,0,58,400,0
12,14.2509930134,549.605345686,337.441896094,1,0,58,400,7.71648684125
13,15.3001470566,150.394654314,337.441896094,0,0,58,400,0
14,16.3156340122,546.457450146,387.476262917,0,0,58,400,0
15,17.1972169876,159.788696741,288.196601125,0,0,58,400,15.4600011227
16,18.1173729897,530.965410493,435.155858313,0,0,58,400,0
17,18.9509489536,181.1344149,242.834641004,0,0,58,400,348.73940021
18,20.1228630543,504.102648555,477.48479795,0,0,58,400,345.764489242
19,21.0065901279,213.090578814,204.206274516,0,0,58,400,324.823632195
20,21.8814740181,467.557050458,511.803398875,0,0,58,400,0
21,22.8543961048,253.64926518,174.738663991,0,0,58,400,0
22,23.7183289528,423.624910537,535.955297178,0,0,58,400,0
23,24.5350780487,300.262022567,156.283367774,0,0,58,400,0
24,25.3561639786,375.066646713,548.422940263,0,0,58,400,0
25,26.2902159691,350.0,150.0,0,0,58,400,0
