x350y250,A
,2014-07-30

Target#, time, targetX, targetY, clicked, keyPressed, condition (W&D), errorMargin
0,0.708508968353,350.0,150.0,0,0,133,400,0
1,1.26114678383,324.933353287,548.422940263,0,0,133,400,0
2,1.82940387726,399.737977433,156.283367774,0,0,133,400,0
3,2.86017990112,276.375089463,535.955297178,1,0,133,400,85.1028604035
4,4.70160794258,446.35073482,174.738663991,1,1,133,400,0
5,5.68138289452,232.442949542,511.803398875,0,1,133,400,172.455170249
6,6.41560387611,486.909421186,204.206274516,0,1,133,400,126.765854282
7,7.15898394585,195.897351445,477.48479795,1,0,133,400,103.968158244
8,7.92373180389,518.8655851,242.834641004,1,0,133,400,69.716912088
9,8.540143013,169.034589507,435.155858313,0,0,133,400,22.8955558548
10,9.13266777992,540.211303259,288.196601125,0,0,133,400,0.373851077442
11,9.68557500839,153.542549854,387.476262917,0,0,133,400,0
12,10.1938278675,549.605345686,337.441896094,0,0,133,400,0
13,10.7871999741,150.394654314,337.441896094,0,0,133,400,0
14,11.323127985,546.457450146,387.476262917,0,0,133,400,23.5112497142
15,11.9195098877,159.788696741,288.196601125,0,0,133,400,0
16,12.5010998249,530.965410493,435.155858313,0,0,133,400,343.390995693
17,13.0506219864,181.1344149,242.834641004,0,0,133,400,0
18,13.5561528206,504.102648555,477.48479795,0,0,133,400,0
19,14.0825219154,213.090578814,204.206274516,0,0,133,400,0
20,14.6775808334,467.557050458,511.803398875,0,0,133,400,0
21,15.4307458401,253.64926518,174.738663991,0,0,133,400,0
22,15.9880568981,423.624910537,535.955297178,0,0,133,400,0
23,16.5316748619,300.262022567,156.283367774,0,0,133,400,0
24,17.0510528088,375.066646713,548.422940263,0,0,133,400,0
25,17.5788969994,350.0,150.0,0,0,133,400,0
