x350y340,C
,2014-07-30

Target#, time, targetX, targetY, clicked, keyPressed, condition (W&D), errorMargin
0,1.58676695824,350.0,50.0,0,0,19,600,0
1,6.46747779846,312.400029931,647.634410394,0,0,19,600,0
2,8.47001385689,424.606966149,59.4250516614,0,0,19,600,0
3,20.598679781,239.562634195,628.932945766,1,0,19,600,72.2739572099
4,22.8839027882,494.526102231,87.1079959868,0,0,19,600,57.9773094492
5,27.154239893,173.664424312,592.705098312,0,0,19,600,35.9990040703
6,30.8323459625,555.364131779,131.309411774,0,0,19,600,0
7,36.7135908604,118.846027167,541.227196925,1,0,19,600,0
8,38.0819118023,603.298377651,189.251961506,0,0,19,600,0
9,50.6280808449,78.5518842602,477.73378747,1,0,19,600,0
10,52.7680728436,635.316954889,257.294901688,0,0,19,600,590.44815915
11,54.6332008839,55.3138247814,406.214394376,0,0,19,600,0
12,56.7343349457,649.408018528,331.162844141,1,0,19,600,0
13,58.0160608292,50.5919814715,331.162844141,0,0,19,600,3.15111941822
14,60.5293309689,644.686175219,406.214394376,1,0,19,600,2.81285006168
15,62.5629439354,64.6830451115,257.294901688,1,0,19,600,0
16,64.8243618011,621.44811574,477.73378747,1,0,19,600,0
17,66.118819952,96.7016223494,189.251961506,0,0,19,600,0
18,67.5579309464,581.153972833,541.227196925,0,0,19,600,7.1143607848
19,68.6811978817,144.635868221,131.309411774,0,0,19,600,0
20,70.5189778805,526.335575688,592.705098312,0,0,19,600,0
21,72.1168777943,205.473897769,87.1079959868,0,0,19,600,8.1102090393
22,74.0789928436,460.437365805,628.932945766,0,0,19,600,7.84939164932
23,75.9165267944,275.393033851,59.4250516614,1,0,19,600,1.07876922345
24,77.4786908627,387.599970069,647.634410394,0,0,19,600,0
25,79.067830801,350.0,50.0,0,0,19,600,0.278252831009
