x350y340,B
,2014-07-30

Target#, time, targetX, targetY, clicked, keyPressed, condition (W&D), errorMargin
0,0.888664007187,350.0,150.0,0,0,58,400,0
1,4.91860795021,324.933353287,548.422940263,0,0,58,400,0
2,6.3573319912,399.737977433,156.283367774,0,0,58,400,0
3,7.67446088791,276.375089463,535.955297178,0,0,58,400,0
4,8.56740188599,446.35073482,174.738663991,0,0,58,400,0
5,9.65966200829,232.442949542,511.803398875,0,0,58,400,0
6,10.5953810215,486.909421186,204.206274516,0,0,58,400,0
7,11.671120882,195.897351445,477.48479795,0,0,58,400,0
8,12.8924918175,518.8655851,242.834641004,0,0,58,400,0
9,13.8452119827,169.034589507,435.155858313,0,0,58,400,0
10,14.6539340019,540.211303259,288.196601125,0,0,58,400,0
11,18.8044948578,153.542549854,387.476262917,0,0,58,400,0
12,19.8063268661,549.605345686,337.441896094,0,0,58,400,0
13,21.6753828526,150.394654314,337.441896094,1,0,58,400,13.64449203
14,22.7784860134,546.457450146,387.476262917,0,0,58,400,0
15,26.0026578903,159.788696741,288.196601125,0,0,58,400,0
16,27.0127139091,530.965410493,435.155858313,0,0,58,400,0
17,27.7725298405,181.1344149,242.834641004,0,0,58,400,0
18,28.7727639675,504.102648555,477.48479795,0,0,58,400,0
19,29.958024025,213.090578814,204.206274516,0,0,58,400,0
20,31.1318469048,467.557050458,511.803398875,0,0,58,400,0
21,32.1902039051,253.64926518,174.738663991,0,0,58,400,0
22,33.1866149902,423.624910537,535.955297178,0,0,58,400,0
23,34.0899069309,300.262022567,156.283367774,0,0,58,400,0
24,37.2891860008,375.066646713,548.422940263,0,0,58,400,0
25,38.4845218658,350.0,150.0,0,0,58,400,0
