X350Y250,B,2014-08-06

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, condition (W&D), errorMargin
0,0.826046943665,350.0,150.0,363,167,0,0,58,400,0
1,3.05840611458,324.933353287,548.422940263,334,551,0,0,58,400,0
2,4.91621589661,399.737977433,156.283367774,411,147,0,0,58,400,0
3,5.96451091766,276.375089463,535.955297178,271,544,0,0,58,400,0
4,7.44490695,446.35073482,174.738663991,432,183,0,0,58,400,0
5,8.71171998978,232.442949542,511.803398875,247,496,0,0,58,400,0
6,9.88520598412,486.909421186,204.206274516,491,210,0,0,58,400,0
7,11.2890610695,195.897351445,477.48479795,210,475,0,0,58,400,0
8,12.6484529972,518.8655851,242.834641004,514,232,0,0,58,400,0
9,13.6434559822,169.034589507,435.155858313,173,412,0,0,58,400,0
10,14.916451931,540.211303259,288.196601125,542,289,0,0,58,400,0
11,16.063190937,153.542549854,387.476262917,151,379,0,0,58,400,0
12,17.1420040131,549.605345686,337.441896094,561,331,0,0,58,400,0
13,18.54646492,150.394654314,337.441896094,148,340,0,0,58,400,0
14,19.823333025,546.457450146,387.476262917,546,382,0,0,58,400,0
15,20.9938919544,159.788696741,288.196601125,149,297,0,0,58,400,0
16,22.0608530045,530.965410493,435.155858313,539,439,0,0,58,400,0
17,23.1401851177,181.1344149,242.834641004,184,262,0,0,58,400,0
18,24.4335689545,504.102648555,477.48479795,509,461,0,0,58,400,0
19,25.6756329536,213.090578814,204.206274516,209,207,0,0,58,400,0
20,26.8064360619,467.557050458,511.803398875,461,503,0,0,58,400,0
21,27.7982120514,253.64926518,174.738663991,244,185,0,0,58,400,0
22,29.7747061253,423.624910537,535.955297178,411,505,1,0,58,400,4.43080599421
23,31.1741120815,300.262022567,156.283367774,295,155,0,0,58,400,0
24,32.4514460564,375.066646713,548.422940263,358,546,0,0,58,400,0
25,33.6615729332,350.0,150.0,346,152,0,0,58,400,0
