X350Y250,C,2014-08-06

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, condition (W&D), errorMargin
0,1.59295201302,350.0,50.0,343,49,0,0,19,600,0
1,3.7847161293,312.400029931,647.634410394,315,648,0,0,19,600,0
2,6.13776516914,424.606966149,59.4250516614,424,59,0,0,19,600,0
3,9.17596101761,239.562634195,628.932945766,240,631,0,0,19,600,0
4,10.9582290649,494.526102231,87.1079959868,497,86,0,0,19,600,0
5,13.6426820755,173.664424312,592.705098312,171,599,0,0,19,600,0
6,15.7011342049,555.364131779,131.309411774,555,126,0,0,19,600,0
7,19.4621992111,118.846027167,541.227196925,122,540,0,0,19,600,0
8,21.3427350521,603.298377651,189.251961506,597,185,0,0,19,600,0
9,23.6062371731,78.5518842602,477.73378747,72,482,0,0,19,600,0
10,25.8094160557,635.316954889,257.294901688,637,253,0,0,19,600,0
11,27.4965000153,55.3138247814,406.214394376,55,405,0,0,19,600,0
12,30.4545512199,649.408018528,331.162844141,651,328,0,0,19,600,0
13,32.8282690048,50.5919814715,331.162844141,42,329,0,0,19,600,0
14,35.0346770287,644.686175219,406.214394376,643,398,0,0,19,600,0
15,37.2200751305,64.6830451115,257.294901688,69,255,0,0,19,600,0
16,39.1986701488,621.44811574,477.73378747,618,477,0,0,19,600,0
17,42.2077131271,96.7016223494,189.251961506,99,191,0,0,19,600,0
18,44.6031250954,581.153972833,541.227196925,579,532,1,0,19,600,0.475271080536
19,46.4455561638,144.635868221,131.309411774,138,131,0,0,19,600,0
20,49.3336012363,526.335575688,592.705098312,522,591,0,0,19,600,0
21,51.6676552296,205.473897769,87.1079959868,198,90,0,0,19,600,0
22,53.8944010735,460.437365805,628.932945766,464,637,0,0,19,600,0
23,55.8185031414,275.393033851,59.4250516614,267,62,0,0,19,600,0
24,59.4205160141,387.599970069,647.634410394,397,650,1,0,19,600,0.693120079758
25,71.4821970463,350.0,50.0,343,47,0,0,19,600,0
