ZhenX200Y200,C,2014-08-07

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin
0,1.64393091202,350.0,50.0,343,51,0,0,19,600,0
1,3.33189892769,312.400029931,647.634410394,305,647,0,0,19,600,0
2,5.12896704674,424.606966149,59.4250516614,420,53,0,0,19,600,0
3,7.66643500328,239.562634195,628.932945766,238,644,1,0,19,600,6.14786945092
4,10.337471962,494.526102231,87.1079959868,473,88,1,0,19,600,12.5445758463
5,12.6310589314,173.664424312,592.705098312,178,594,0,0,19,600,0
6,14.3457410336,555.364131779,131.309411774,547,128,0,0,19,600,0
7,16.1022288799,118.846027167,541.227196925,122,540,0,0,19,600,0
8,17.4254968166,603.298377651,189.251961506,601,184,0,0,19,600,0
9,19.9943459034,78.5518842602,477.73378747,65,474,1,0,19,600,5.05683946943
10,22.9205868244,635.316954889,257.294901688,629,263,0,0,19,600,0
11,24.8278288841,55.3138247814,406.214394376,63,405,0,0,19,600,0
12,26.4615819454,649.408018528,331.162844141,646,324,0,0,19,600,0
13,28.3835840225,50.5919814715,331.162844141,45,328,0,0,19,600,0
14,31.876116991,644.686175219,406.214394376,635,405,1,0,19,600,0.762005125246
15,34.1369190216,64.6830451115,257.294901688,63,258,0,0,19,600,0
16,35.7651979923,621.44811574,477.73378747,622,474,0,0,19,600,0
17,38.2584960461,96.7016223494,189.251961506,103,182,1,0,19,600,0.605233298494
18,40.4206478596,581.153972833,541.227196925,580,547,0,0,19,600,0
19,42.271723032,144.635868221,131.309411774,149,134,0,0,19,600,0
20,44.2587790489,526.335575688,592.705098312,526,594,0,0,19,600,0
21,45.9527699947,205.473897769,87.1079959868,209,81,0,0,19,600,0
22,48.4225409031,460.437365805,628.932945766,458,620,1,0,19,600,0.259496321947
23,50.7168710232,275.393033851,59.4250516614,261,62,1,0,19,600,5.62155198224
24,54.4053659439,387.599970069,647.634410394,382,649,0,0,19,600,0
25,57.0414419174,350.0,50.0,339,47,1,0,19,600,2.40175425099
