X250Y200,C,2014-08-05

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, condition (W&D), errorMargin
0,1.28279399872,350.0,50.0,345,50,0,0,19,600,0
1,6.03851103783,312.400029931,647.634410394,298,658,1,0,19,600,8.74278190922
2,10.4926848412,424.606966149,59.4250516614,429,64,0,0,19,600,0
3,13.9605569839,239.562634195,628.932945766,435,59,1,0,19,600,593.510851872
4,17.2187180519,494.526102231,87.1079959868,493,90,0,0,19,600,0
5,19.5800008774,173.664424312,592.705098312,179,603,1,0,19,600,2.59540291129
6,23.7162699699,555.364131779,131.309411774,541,134,1,0,19,600,5.61395041586
7,25.8487389088,118.846027167,541.227196925,567,130,1,0,19,600,599.234979968
8,27.4068138599,603.298377651,189.251961506,597,186,0,0,19,600,0
9,29.0939259529,78.5518842602,477.73378747,87,478,0,0,19,600,0
10,30.707048893,635.316954889,257.294901688,636,263,0,0,19,600,0
11,33.1731009483,55.3138247814,406.214394376,57,407,0,0,19,600,0
12,37.0420818329,649.408018528,331.162844141,651,316,1,0,19,600,6.24618796474
13,39.0205850601,50.5919814715,331.162844141,52,323,0,0,19,600,0
14,41.0614998341,644.686175219,406.214394376,648,407,0,0,19,600,0
15,44.4730789661,64.6830451115,257.294901688,74,264,1,0,19,600,2.47884975837
16,49.1117739677,621.44811574,477.73378747,608,477,1,0,19,600,4.46812017327
17,51.812723875,96.7016223494,189.251961506,95,187,0,0,19,600,0
18,57.2475738525,581.153972833,541.227196925,119,214,1,0,19,600,557.271960291
19,59.3617899418,144.635868221,131.309411774,150,134,0,0,19,600,0
20,62.0694949627,526.335575688,592.705098312,534,596,0,0,19,600,0
21,66.1965279579,205.473897769,87.1079959868,194,97,1,0,19,600,6.14932584048
22,69.2637059689,460.437365805,628.932945766,470,615,1,0,19,600,7.89884464901
23,71.8344318867,275.393033851,59.4250516614,276,63,0,0,19,600,0
24,76.1195089817,387.599970069,647.634410394,385,661,1,0,19,600,4.61612389295
25,78.6523070335,350.0,50.0,353,57,0,0,19,600,0
