X250Y200,A,2014-08-05

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, condition (W&D), errorMargin
0,1.27986502647,350.0,150.0,352,142,0,0,133,400,0
1,2.86776995659,324.933353287,548.422940263,331,617,1,0,133,400,2.84487870949
2,4.01924800873,399.737977433,156.283367774,422,108,0,0,133,400,0
3,5.05183506012,276.375089463,535.955297178,288,573,0,0,133,400,0
4,5.92944407463,446.35073482,174.738663991,452,136,0,0,133,400,0
5,6.85891604424,232.442949542,511.803398875,230,557,0,0,133,400,0
6,7.93180894852,486.909421186,204.206274516,472,210,0,0,133,400,0
7,8.82889413834,195.897351445,477.48479795,185,499,0,0,133,400,0
8,9.71603798866,518.8655851,242.834641004,492,241,0,0,133,400,0
9,10.4491159916,169.034589507,435.155858313,185,460,0,0,133,400,0
10,11.301363945,540.211303259,288.196601125,517,303,0,0,133,400,0
11,12.1347370148,153.542549854,387.476262917,177,417,0,0,133,400,0
12,12.8677649498,549.605345686,337.441896094,580,337,0,0,133,400,0
13,13.6658890247,150.394654314,337.441896094,157,346,0,0,133,400,0
14,15.7998859882,546.457450146,387.476262917,563,381,0,0,133,400,0
15,16.7089281082,159.788696741,288.196601125,199,289,0,0,133,400,0
16,17.5970859528,530.965410493,435.155858313,541,444,0,0,133,400,0
17,18.5789251328,181.1344149,242.834641004,219,244,0,0,133,400,0
18,19.504142046,504.102648555,477.48479795,494,499,0,0,133,400,0
19,20.4693579674,213.090578814,204.206274516,225,213,0,0,133,400,0
20,21.4265511036,467.557050458,511.803398875,454,517,0,0,133,400,0
21,22.4443130493,253.64926518,174.738663991,276,178,0,0,133,400,0
22,23.3272340298,423.624910537,535.955297178,426,543,0,0,133,400,0
23,24.1975669861,300.262022567,156.283367774,303,150,0,0,133,400,0
24,25.1553030014,375.066646713,548.422940263,365,545,0,0,133,400,0
25,26.0259211063,350.0,150.0,308,128,0,0,133,400,0
