ZhenMSlow,A,2014-08-11

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin
0,1.12136816978,350.0,150.0,350,148,0,0,133,400,0
1,2.99931097031,324.933353287,548.422940263,328,555,0,0,133,400,0
2,4.76510000229,399.737977433,156.283367774,402,159,0,0,133,400,0
3,6.72343397141,276.375089463,535.955297178,273,539,0,0,133,400,0
4,8.3872179985,446.35073482,174.738663991,458,170,0,0,133,400,0
5,10.4751369953,232.442949542,511.803398875,223,517,0,0,133,400,0
6,12.4331150055,486.909421186,204.206274516,486,202,0,0,133,400,0
7,14.0141611099,195.897351445,477.48479795,212,460,0,0,133,400,0
8,15.9090549946,518.8655851,242.834641004,517,237,0,0,133,400,0
9,17.6425740719,169.034589507,435.155858313,170,435,0,0,133,400,0
10,19.6491601467,540.211303259,288.196601125,541,288,0,0,133,400,0
11,21.2885360718,153.542549854,387.476262917,152,386,0,0,133,400,0
12,22.8810110092,549.605345686,337.441896094,539,330,0,0,133,400,0
13,24.7432501316,150.394654314,337.441896094,141,331,0,0,133,400,0
14,26.4051611423,546.457450146,387.476262917,548,383,0,0,133,400,0
15,28.1530480385,159.788696741,288.196601125,148,286,0,0,133,400,0
16,30.007212162,530.965410493,435.155858313,528,432,0,0,133,400,0
17,31.5190961361,181.1344149,242.834641004,184,245,0,0,133,400,0
18,33.1909799576,504.102648555,477.48479795,508,476,0,0,133,400,0
19,34.9569129944,213.090578814,204.206274516,208,195,0,0,133,400,0
20,36.7234930992,467.557050458,511.803398875,470,516,0,0,133,400,0
21,38.5711040497,253.64926518,174.738663991,255,175,0,0,133,400,0
22,40.4351010323,423.624910537,535.955297178,422,529,0,0,133,400,0
23,41.9792261124,300.262022567,156.283367774,302,150,0,0,133,400,0
24,44.0248901844,375.066646713,548.422940263,384,553,0,0,133,400,0
25,45.6568479538,350.0,150.0,344,160,0,0,133,400,0
