x300y340,C
,2014-07-30

Target#, time, targetX, targetY, clicked, keyPressed, condition (W&D), errorMargin
0,2.71286606789,350.0,50.0,1,0,19,600,286.203319765
1,8.79116106033,312.400029931,647.634410394,1,0,19,600,38.0106370942
2,11.3181960583,424.606966149,59.4250516614,1,0,19,600,32.1096095822
3,14.9321870804,239.562634195,628.932945766,0,0,19,600,0
4,17.0290210247,494.526102231,87.1079959868,0,0,19,600,1.41936174188
5,18.8249001503,173.664424312,592.705098312,1,0,19,600,9.60356262489
6,20.2195370197,555.364131779,131.309411774,0,0,19,600,0
7,22.0559909344,118.846027167,541.227196925,0,0,19,600,0.712083753474
8,23.6503989697,603.298377651,189.251961506,0,0,19,600,0
9,28.9099020958,78.5518842602,477.73378747,1,0,19,600,0
10,32.3894450665,635.316954889,257.294901688,0,0,19,600,0
11,34.441671133,55.3138247814,406.214394376,0,0,19,600,11.9720566778
12,35.6287961006,649.408018528,331.162844141,0,0,19,600,0
13,37.3989739418,50.5919814715,331.162844141,0,0,19,600,0
14,39.4954690933,644.686175219,406.214394376,0,0,19,600,0
15,41.5101189613,64.6830451115,257.294901688,1,0,19,600,0
16,44.9853451252,621.44811574,477.73378747,1,0,19,600,13.1843019139
17,47.591203928,96.7016223494,189.251961506,0,0,19,600,0
18,51.9938189983,581.153972833,541.227196925,1,0,19,600,0
19,57.0368599892,144.635868221,131.309411774,1,0,19,600,0
20,59.4492030144,526.335575688,592.705098312,1,0,19,600,0
21,61.0076589584,205.473897769,87.1079959868,0,0,19,600,0
22,62.5850801468,460.437365805,628.932945766,0,0,19,600,0
23,64.7246549129,275.393033851,59.4250516614,0,0,19,600,1.08562766382
24,66.458564043,387.599970069,647.634410394,0,0,19,600,0
25,68.2174420357,350.0,50.0,0,0,19,600,37.8608193847
