x300y340,A
,2014-07-30

Target#, time, targetX, targetY, clicked, keyPressed, condition (W&D), errorMargin
0,0.686886072159,350.0,150.0,0,0,133,400,0
1,1.7087199688,324.933353287,548.422940263,1,0,133,400,327.837547281
2,2.29729509354,399.737977433,156.283367774,0,0,133,400,0
3,3.00637197495,276.375089463,535.955297178,0,0,133,400,0
4,3.56285715103,446.35073482,174.738663991,0,0,133,400,0
5,4.16223716736,232.442949542,511.803398875,0,0,133,400,0
6,5.99647498131,486.909421186,204.206274516,1,0,133,400,0
7,6.58367419243,195.897351445,477.48479795,0,0,133,400,2.04117308841
8,7.09294605255,518.8655851,242.834641004,0,0,133,400,0
9,7.6815571785,169.034589507,435.155858313,0,0,133,400,0
10,8.16876316071,540.211303259,288.196601125,0,0,133,400,0
11,9.6907351017,153.542549854,387.476262917,1,0,133,400,0
12,10.2610709667,549.605345686,337.441896094,0,0,133,400,0
13,11.0610640049,150.394654314,337.441896094,0,0,133,400,3.20998695308
14,11.6410470009,546.457450146,387.476262917,0,0,133,400,0
15,12.3088459969,159.788696741,288.196601125,0,0,133,400,0
16,12.8792459965,530.965410493,435.155858313,0,0,133,400,0
17,13.4711849689,181.1344149,242.834641004,0,0,133,400,0
18,14.044200182,504.102648555,477.48479795,0,0,133,400,0
19,14.6068329811,213.090578814,204.206274516,0,0,133,400,0
20,15.8928799629,467.557050458,511.803398875,1,0,133,400,0
21,16.6345880032,253.64926518,174.738663991,0,0,133,400,0
22,18.119781971,423.624910537,535.955297178,1,0,133,400,0
23,18.7608439922,300.262022567,156.283367774,0,0,133,400,24.3838311815
24,19.6195220947,375.066646713,548.422940263,0,0,133,400,0
25,20.280809164,350.0,150.0,0,0,133,400,0
