P15T6,A,2014-09-10

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin, Homing Time1, Keyboard Homingtime, Typingtime, Word
0,1.239,350.000,150.000,349.000,161.000,0,0,57,400,0.000,0.609,0.699,0.659,college
1,2.860,293.653,541.899,298.000,535.000,0,0,57,400,0.000,0.432,0.888,1.464,napkin
2,2.428,458.128,181.749,461.000,192.000,0,0,57,400,0.000,0.581,0.651,0.948,printer
3,4.639,198.850,480.972,194.000,477.000,0,0,57,400,0.000,0.350,0.665,0.356,door
4,4.207,531.926,266.917,513.000,268.000,0,0,57,400,0.000,0.384,0.629,4.197,computer
5,3.627,152.036,378.463,143.000,365.000,0,0,57,400,0.000,0.399,0.788,2.564,restaurant
6,6.072,547.964,378.463,547.000,375.000,0,0,57,400,0.000,0.433,0.673,0.416,cafe
7,5.640,168.074,266.917,173.000,274.000,0,0,57,400,0.000,0.384,0.626,0.563,apple
8,5.060,501.150,480.972,495.000,475.000,0,0,57,400,0.000,0.434,0.739,6.164,pittsburgh
9,4.709,241.872,181.749,256.000,196.000,0,0,57,400,0.000,0.614,0.720,1.710,microphone
10,7.506,406.347,541.899,404.000,551.000,0,0,57,400,0.000,0.635,0.575,0.498,paper
11,7.075,350.000,150.000,353.000,164.000,0,0,57,400,0.000,0.330
