X250Y250,A,2014-08-05

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width, distance, errorMargin
0,1.14174389839,350.0,150.0,339,136,0,0,133,400,0
1,2.27184391022,324.933353287,548.422940263,326,544,0,0,133,400,0
2,3.40566897392,399.737977433,156.283367774,411,140,0,0,133,400,0
3,4.49341893196,276.375089463,535.955297178,281,540,0,0,133,400,0
4,5.46921992302,446.35073482,174.738663991,456,150,0,0,133,400,0
5,6.47508192062,232.442949542,511.803398875,220,486,0,0,133,400,0
6,7.38620901108,486.909421186,204.206274516,491,213,0,0,133,400,0
7,8.36617588997,195.897351445,477.48479795,158,466,0,0,133,400,0
8,9.40153694153,518.8655851,242.834641004,571,263,0,0,133,400,0
9,10.3877329826,169.034589507,435.155858313,144,438,0,0,133,400,0
10,11.5401918888,540.211303259,288.196601125,546,294,0,0,133,400,0
11,12.5048630238,153.542549854,387.476262917,139,409,0,0,133,400,0
12,13.8447299004,549.605345686,337.441896094,546,327,0,0,133,400,0
13,15.2700219154,150.394654314,337.441896094,163,336,0,0,133,400,0
14,17.6767208576,546.457450146,387.476262917,168,334,1,0,133,400,316.216891655
15,19.0207419395,159.788696741,288.196601125,531,367,1,0,133,400,313.483606156
16,20.1110680103,530.965410493,435.155858313,523,405,0,0,133,400,0
17,21.4859380722,181.1344149,242.834641004,199,272,0,0,133,400,0
18,22.426527977,504.102648555,477.48479795,487,462,0,0,133,400,0
19,23.4964108467,213.090578814,204.206274516,219,219,0,0,133,400,0
20,24.5533790588,467.557050458,511.803398875,496,494,0,0,133,400,0
21,25.5488109589,253.64926518,174.738663991,236,188,0,0,133,400,0
22,26.6406018734,423.624910537,535.955297178,418,500,0,0,133,400,0
23,27.6327500343,300.262022567,156.283367774,274,160,0,0,133,400,0
24,28.6354470253,375.066646713,548.422940263,382,540,0,0,133,400,0
25,29.6376159191,350.0,150.0,341,157,0,0,133,400,0
