mouseABC,C,2014-08-06

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin
0,1.10049796104,350.0,50.0,351,54,0,0,19,600,0
1,2.17234683037,312.400029931,647.634410394,316,650,0,0,19,600,0
2,3.02049589157,424.606966149,59.4250516614,422,61,0,0,19,600,0
3,4.02851295471,239.562634195,628.932945766,238,629,0,0,19,600,0
4,5.06050777435,494.526102231,87.1079959868,493,95,0,0,19,600,0
5,6.09233784676,173.664424312,592.705098312,178,588,0,0,19,600,0
6,7.01249480247,555.364131779,131.309411774,556,129,0,0,19,600,0
7,8.09246993065,118.846027167,541.227196925,121,540,0,0,19,600,0
8,8.89244890213,603.298377651,189.251961506,599,190,0,0,19,600,0
9,10.0444829464,78.5518842602,477.73378747,85,479,0,0,19,600,0
10,10.8844678402,635.316954889,257.294901688,634,259,0,0,19,600,0
11,11.9404540062,55.3138247814,406.214394376,59,408,0,0,19,600,0
12,12.724383831,649.408018528,331.162844141,654,329,0,0,19,600,0
13,13.5404548645,50.5919814715,331.162844141,55,327,0,0,19,600,0
14,14.5079028606,644.686175219,406.214394376,647,402,0,0,19,600,0
15,15.6124358177,64.6830451115,257.294901688,68,260,0,0,19,600,0
16,16.6844267845,621.44811574,477.73378747,624,479,0,0,19,600,0
17,17.8442699909,96.7016223494,189.251961506,101,191,0,0,19,600,0
18,18.9643528461,581.153972833,541.227196925,581,543,0,0,19,600,0
19,19.9083518982,144.635868221,131.309411774,151,136,0,0,19,600,0
20,21.1163167953,526.335575688,592.705098312,529,593,0,0,19,600,0
21,23.1084339619,205.473897769,87.1079959868,210,96,1,0,19,600,0.977641844199
22,24.1642599106,460.437365805,628.932945766,462,626,0,0,19,600,0
23,25.1240627766,275.393033851,59.4250516614,278,58,0,0,19,600,0
24,26.4443619251,387.599970069,647.634410394,390,649,0,0,19,600,0
25,27.2443959713,350.0,50.0,357,53,0,0,19,600,0
