StevenX350Y350,A,2014-08-07

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin
0,1.27935791016,350.0,150.0,286,160,0,0,133,400,0
1,2.24984002113,324.933353287,548.422940263,334,515,0,0,133,400,0
2,3.00102090836,399.737977433,156.283367774,403,160,0,0,133,400,0
3,3.80021691322,276.375089463,535.955297178,303,491,0,0,133,400,0
4,5.14204001427,446.35073482,174.738663991,434,191,0,0,133,400,0
5,5.92603588104,232.442949542,511.803398875,243,504,0,0,133,400,0
6,6.54890799522,486.909421186,204.206274516,477,209,0,0,133,400,0
7,7.25768995285,195.897351445,477.48479795,191,442,0,0,133,400,0
8,7.84569001198,518.8655851,242.834641004,529,246,0,0,133,400,0
9,8.54011487961,169.034589507,435.155858313,154,407,0,0,133,400,0
10,9.11714792252,540.211303259,288.196601125,561,265,0,0,133,400,0
11,9.77207398415,153.542549854,387.476262917,158,397,0,0,133,400,0
12,10.2982280254,549.605345686,337.441896094,576,312,0,0,133,400,0
13,10.9724431038,150.394654314,337.441896094,154,309,0,0,133,400,0
14,11.5795490742,546.457450146,387.476262917,579,385,0,0,133,400,0
15,12.1765129566,159.788696741,288.196601125,150,269,0,0,133,400,0
16,12.8043670654,530.965410493,435.155858313,552,409,0,0,133,400,0
17,13.3281929493,181.1344149,242.834641004,183,237,0,0,133,400,0
18,13.9269189835,504.102648555,477.48479795,495,446,0,0,133,400,0
19,14.5102450848,213.090578814,204.206274516,173,226,0,0,133,400,0
20,15.2016479969,467.557050458,511.803398875,470,482,0,0,133,400,0
21,15.7569019794,253.64926518,174.738663991,257,195,0,0,133,400,0
22,16.4265329838,423.624910537,535.955297178,430,514,0,0,133,400,0
23,17.0059010983,300.262022567,156.283367774,246,151,0,0,133,400,0
24,17.5543880463,375.066646713,548.422940263,383,537,0,0,133,400,0
25,18.0600299835,350.0,150.0,355,162,0,0,133,400,0
