StevenX350Y350,C,2014-08-07

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin
0,2.50986599922,350.0,50.0,343,44,1,0,19,600,0.219544457293
1,4.68164491653,312.400029931,647.634410394,304,648,0,0,19,600,0
2,7.17702794075,424.606966149,59.4250516614,421,50,1,0,19,600,1.09167001163
3,9.1803560257,239.562634195,628.932945766,242,637,0,0,19,600,0
4,11.353192091,494.526102231,87.1079959868,496,89,0,0,19,600,0
5,12.985503912,173.664424312,592.705098312,179,594,0,0,19,600,0
6,15.2413129807,555.364131779,131.309411774,552,134,0,0,19,600,0
7,16.7096600533,118.846027167,541.227196925,113,537,0,0,19,600,0
8,18.493185997,603.298377651,189.251961506,603,191,0,0,19,600,0
9,19.8201320171,78.5518842602,477.73378747,78,483,0,0,19,600,0
10,20.9924180508,635.316954889,257.294901688,635,260,0,0,19,600,0
11,22.1341159344,55.3138247814,406.214394376,59,404,0,0,19,600,0
12,23.143625021,649.408018528,331.162844141,648,328,0,0,19,600,0
13,25.0082349777,50.5919814715,331.162844141,45,339,1,0,19,600,0.627630483813
14,26.4607150555,644.686175219,406.214394376,647,411,0,0,19,600,0
15,27.783976078,64.6830451115,257.294901688,61,255,0,0,19,600,0
16,29.6771719456,621.44811574,477.73378747,620,490,1,0,19,600,3.35139704806
17,31.003921032,96.7016223494,189.251961506,101,192,0,0,19,600,0
18,32.4297189713,581.153972833,541.227196925,585,541,0,0,19,600,0
19,33.6971349716,144.635868221,131.309411774,141,136,0,0,19,600,0
20,35.3023970127,526.335575688,592.705098312,534,596,0,0,19,600,0
21,37.0690181255,205.473897769,87.1079959868,209,84,0,0,19,600,0
22,38.5668780804,460.437365805,628.932945766,437,576,1,0,19,600,48.8896092871
23,40.068377018,275.393033851,59.4250516614,272,59,0,0,19,600,0
24,41.6605350971,387.599970069,647.634410394,390,646,0,0,19,600,0
25,43.3148438931,350.0,50.0,349,46,0,0,19,600,0
