StevenX350Y350,B,2014-08-07

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin
0,0.785022974014,350.0,150.0,345,172,0,0,58,400,0
1,2.36207699776,324.933353287,548.422940263,341,523,1,0,58,400,1.07429181555
2,3.01309704781,399.737977433,156.283367774,389,161,0,0,58,400,0
3,3.77853298187,276.375089463,535.955297178,273,539,0,0,58,400,0
4,4.55704402924,446.35073482,174.738663991,436,166,0,0,58,400,0
5,5.32511711121,232.442949542,511.803398875,232,513,0,0,58,400,0
6,6.01395201683,486.909421186,204.206274516,471,208,0,0,58,400,0
7,6.76292014122,195.897351445,477.48479795,206,469,0,0,58,400,0
8,8.04278612137,518.8655851,242.834641004,502,248,0,0,58,400,0
9,8.93940114975,169.034589507,435.155858313,173,428,0,0,58,400,0
10,9.64249014854,540.211303259,288.196601125,551,280,0,0,58,400,0
11,10.3957300186,153.542549854,387.476262917,144,377,0,0,58,400,0
12,11.004224062,549.605345686,337.441896094,547,334,0,0,58,400,0
13,11.624366045,150.394654314,337.441896094,147,330,0,0,58,400,0
14,12.6363790035,546.457450146,387.476262917,583,376,1,0,58,400,9.30225268042
15,13.4770400524,159.788696741,288.196601125,148,292,0,0,58,400,0
16,14.451308012,530.965410493,435.155858313,525,427,0,0,58,400,0
17,15.2583961487,181.1344149,242.834641004,156,248,0,0,58,400,0
18,16.3004159927,504.102648555,477.48479795,494,472,0,0,58,400,0
19,17.0341320038,213.090578814,204.206274516,211,205,0,0,58,400,0
20,17.8732521534,467.557050458,511.803398875,467,502,0,0,58,400,0
21,18.6093971729,253.64926518,174.738663991,252,181,0,0,58,400,0
22,19.5002861023,423.624910537,535.955297178,435,523,0,0,58,400,0
23,20.3382291794,300.262022567,156.283367774,291,168,0,0,58,400,0
24,21.2287311554,375.066646713,548.422940263,396,545,0,0,58,400,0
25,22.7259180546,350.0,150.0,363,156,0,0,58,400,0
