StevenX300Y200jl,B,2014-08-07

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin
0,0.640387058258,350.0,150.0,336,144,0,0,58,400,0
1,1.44598007202,324.933353287,548.422940263,327,532,0,0,58,400,0
2,2.9035589695,399.737977433,156.283367774,396,155,0,0,58,400,0
3,3.91168308258,276.375089463,535.955297178,277,534,0,0,58,400,0
4,4.47693109512,446.35073482,174.738663991,439,177,0,0,58,400,0
5,5.32404398918,232.442949542,511.803398875,220,516,0,0,58,400,0
6,5.96002697945,486.909421186,204.206274516,483,192,0,0,58,400,0
7,6.79910492897,195.897351445,477.48479795,203,491,0,0,58,400,0
8,8.12597489357,518.8655851,242.834641004,519,246,0,0,58,400,0
9,8.85283589363,169.034589507,435.155858313,163,431,0,0,58,400,0
10,11.0884208679,540.211303259,288.196601125,538,278,0,0,58,400,0
11,12.3767960072,153.542549854,387.476262917,111,397,1,0,58,400,14.5955286254
12,13.2859499454,549.605345686,337.441896094,547,324,0,0,58,400,0
13,14.0683510303,150.394654314,337.441896094,132,332,0,0,58,400,0
14,16.3530480862,546.457450146,387.476262917,510,382,1,0,58,400,7.86644987881
15,17.3871450424,159.788696741,288.196601125,163,303,0,0,58,400,0
16,18.2148749828,530.965410493,435.155858313,541,423,0,0,58,400,0
17,19.0356168747,181.1344149,242.834641004,194,247,0,0,58,400,0
18,19.8045499325,504.102648555,477.48479795,502,470,0,0,58,400,0
19,20.9405100346,213.090578814,204.206274516,170,218,1,0,58,400,16.2445007187
20,22.1362249851,467.557050458,511.803398875,451,522,0,0,58,400,0
21,22.9678509235,253.64926518,174.738663991,245,177,0,0,58,400,0
22,23.918845892,423.624910537,535.955297178,420,540,0,0,58,400,0
23,24.6855700016,300.262022567,156.283367774,287,160,0,0,58,400,0
24,25.6263279915,375.066646713,548.422940263,370,532,0,0,58,400,0
25,26.4041509628,350.0,150.0,329,146,0,0,58,400,0
