newData,A
,2014-08-03

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, condition (W&D), errorMargin
0,0.828888177872,350.0,150.0,410,178,1,0,133,400,0.211781428987
1,1.46227622032,324.933353287,548.422940263,334,535,0,0,133,400,0
2,2.26203107834,399.737977433,156.283367774,411,235,1,0,133,400,0
3,2.88051915169,276.375089463,535.955297178,253,525,0,0,133,400,13.518182457
4,3.77896618843,446.35073482,174.738663991,448,180,0,0,133,400,0
5,4.33487820625,232.442949542,511.803398875,254,479,0,0,133,400,0
6,4.8244202137,486.909421186,204.206274516,506,150,0,0,133,400,0
7,5.34452009201,195.897351445,477.48479795,152,478,0,0,133,400,0
8,5.83454918861,518.8655851,242.834641004,495,244,0,0,133,400,0
9,6.28515100479,169.034589507,435.155858313,232,437,0,0,133,400,0
10,7.60668301582,540.211303259,288.196601125,400,470,1,0,133,400,0
11,8.14150309563,153.542549854,387.476262917,168,347,0,0,133,400,0
12,8.58078408241,549.605345686,337.441896094,523,361,0,0,133,400,163.590255464
13,9.35920715332,150.394654314,337.441896094,207,356,0,0,133,400,0
14,10.3046760559,546.457450146,387.476262917,567,359,0,0,133,400,0
15,10.9746291637,159.788696741,288.196601125,190,299,0,0,133,400,0
16,11.7346642017,530.965410493,435.155858313,462,435,1,0,133,400,0
17,12.4650280476,181.1344149,242.834641004,181,253,0,0,133,400,0
18,12.995303154,504.102648555,477.48479795,538,468,0,0,133,400,0
19,13.7331700325,213.090578814,204.206274516,240,209,0,0,133,400,2.9655866089
20,14.2688012123,467.557050458,511.803398875,477,541,0,0,133,400,0
21,14.8794870377,253.64926518,174.738663991,274,201,0,0,133,400,0
22,15.2647161484,423.624910537,535.955297178,384,522,0,0,133,400,0
23,15.8410651684,300.262022567,156.283367774,295,163,0,0,133,400,0
24,16.2598860264,375.066646713,548.422940263,341,516,0,0,133,400,0
25,16.9954030514,350.0,150.0,350,41,1,0,133,400,0
