kola,C,2014-08-04

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, condition (W&D), errorMargin
0,1.58931899071,350.0,50.0,351,49,0,0,19,600,0
1,3.36984300613,312.400029931,647.634410394,317,648,0,0,19,600,0
2,4.37968111038,424.606966149,59.4250516614,427,62,0,0,19,600,0
3,5.85270118713,239.562634195,628.932945766,244,630,0,0,19,600,0
4,7.30515503883,494.526102231,87.1079959868,487,81,1,0,19,600,0.692772036906
5,8.58315300941,173.664424312,592.705098312,182,595,0,0,19,600,0
6,10.5084340572,555.364131779,131.309411774,562,127,0,0,19,600,0
7,11.9951691628,118.846027167,541.227196925,126,538,0,0,19,600,0
8,13.2962660789,603.298377651,189.251961506,612,189,0,0,19,600,0
9,14.8744351864,78.5518842602,477.73378747,82,479,0,0,19,600,0
10,16.1855690479,635.316954889,257.294901688,640,262,0,0,19,600,0
11,17.1448290348,55.3138247814,406.214394376,55,408,0,0,19,600,0
12,18.4629201889,649.408018528,331.162844141,651,334,0,0,19,600,0
13,19.3600389957,50.5919814715,331.162844141,56,334,0,0,19,600,0
14,20.7362720966,644.686175219,406.214394376,648,405,0,0,19,600,0
15,22.0993080139,64.6830451115,257.294901688,67,258,0,0,19,600,0
16,23.3162660599,621.44811574,477.73378747,625,477,0,0,19,600,0
17,24.4355890751,96.7016223494,189.251961506,97,189,0,0,19,600,0
18,26.2768921852,581.153972833,541.227196925,581,535,0,0,19,600,0
19,27.6910390854,144.635868221,131.309411774,153,133,0,0,19,600,0
20,29.343173027,526.335575688,592.705098312,521,592,0,0,19,600,0
21,30.6497709751,205.473897769,87.1079959868,208,86,0,0,19,600,0
22,32.0118250847,460.437365805,628.932945766,461,634,0,0,19,600,0
23,33.7475311756,275.393033851,59.4250516614,274,58,0,0,19,600,0
24,35.1534969807,387.599970069,647.634410394,393,652,0,0,19,600,0
25,36.4608571529,350.0,50.0,347,48,0,0,19,600,0
