RoundTwoTimes,A,2014-08-27

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin, Homing Time1, Keyboard Homingtime, Typingtime, Word
0,-2818238751.915,350.000,150.000,359.000,171.000,0,0,133,400,0.000,0.495,1.801,3.432,unselfconsciousness
1,-2818238900.510,293.653,541.899,255.000,556.000,0,0,133,400,0.000,142.892,64.568,0.296,wran
2,-2818238966.472,458.128,181.749,451.000,196.000,0,0,133,400,0.000,0.761,0.582,1.224,lancewood
3,-2818238968.782,198.850,480.972,221.000,469.000,0,0,133,400,0.000,0.197,0.553,1.136,sicilies
4,-2818238971.022,531.926,266.917,576.000,253.000,0,0,133,400,0.000,0.214,0.569,1.832,undercast
5,-2818238973.997,152.036,378.463,189.000,360.000,0,0,133,400,0.000,0.228,0.586,0.704,cannily
6,-2818238975.905,547.964,378.463,559.000,388.000,0,0,133,400,0.000,0.312,0.550,1.712,warmthless
7,-2818238978.762,168.074,266.917,200.000,280.000,0,0,133,400,0.000,0.081,0.789,2.016,indisputableness
8,-2818238982.170,501.150,480.972,524.000,485.000,0,0,133,400,0.000,0.146,0.597,1.256,floweriness
9,-2818238984.590,241.872,181.749,252.000,194.000,0,0,133,400,0.000,0.118,0.545,0.712,nonsawing
10,-2818238986.406,406.347,541.899,400.000,526.000,0,0,133,400,0.000,0.239,0.497,2.176,indisputableness
11,-2818238989.864,350.000,150.000,350.000,193.000,0,0,133,400,0.000,0.142
