ZhenX200Y200T10K0,B,2014-08-12

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin
0,0.920515060425,350.0,150.0,333,160,0,0,58,400,0
1,2.09785509109,324.933353287,548.422940263,332,554,0,0,58,400,0
2,3.24921798706,399.737977433,156.283367774,411,154,0,0,58,400,0
3,4.1667470932,276.375089463,535.955297178,275,542,0,0,58,400,0
4,5.27519321442,446.35073482,174.738663991,448,175,0,0,58,400,0
5,6.26496815681,232.442949542,511.803398875,215,525,0,0,58,400,0
6,7.47305703163,486.909421186,204.206274516,482,202,0,0,58,400,0
7,8.55187821388,195.897351445,477.48479795,179,467,0,0,58,400,0
8,9.59513306618,518.8655851,242.834641004,522,223,0,0,58,400,0
9,10.5103390217,169.034589507,435.155858313,179,418,0,0,58,400,0
10,11.7236201763,540.211303259,288.196601125,551,283,0,0,58,400,0
11,12.530531168,153.542549854,387.476262917,170,376,0,0,58,400,0
12,13.6669390202,549.605345686,337.441896094,555,331,0,0,58,400,0
13,14.6694421768,150.394654314,337.441896094,170,331,0,0,58,400,0
14,15.2158541679,546.457450146,387.476262917,265,366,1,0,58,400,253.275620824
15,16.7388892174,159.788696741,288.196601125,562,376,1,0,58,400,382.683579128
16,17.7353160381,530.965410493,435.155858313,552,418,0,0,58,400,0
17,18.8828110695,181.1344149,242.834641004,179,240,0,0,58,400,0
18,19.8778030872,504.102648555,477.48479795,515,477,0,0,58,400,0
19,20.7446181774,213.090578814,204.206274516,218,219,0,0,58,400,0
20,21.701084137,467.557050458,511.803398875,475,507,0,0,58,400,0
21,22.5893480778,253.64926518,174.738663991,262,154,0,0,58,400,0
22,23.676456213,423.624910537,535.955297178,411,542,0,0,58,400,0
23,25.0222949982,300.262022567,156.283367774,320,115,1,0,58,400,16.7591980691
24,26.0737760067,375.066646713,548.422940263,368,568,0,0,58,400,0
25,27.1834421158,350.0,150.0,344,149,0,0,58,400,0
