StevenX300Y250jl,B,2014-08-07

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin
0,1.06788015366,350.0,150.0,363,144,0,0,58,400,0
1,2.05222511292,324.933353287,548.422940263,320,541,0,0,58,400,0
2,2.62697410583,399.737977433,156.283367774,386,161,0,0,58,400,0
3,4.20463013649,276.375089463,535.955297178,254,565,1,0,58,400,7.66387037014
4,5.20368313789,446.35073482,174.738663991,453,186,0,0,58,400,0
5,6.20061516762,232.442949542,511.803398875,236,509,0,0,58,400,0
6,7.14546108246,486.909421186,204.206274516,492,202,0,0,58,400,0
7,8.0931661129,195.897351445,477.48479795,179,472,0,0,58,400,0
8,8.72664999962,518.8655851,242.834641004,534,239,0,0,58,400,0
9,9.52447509766,169.034589507,435.155858313,167,423,0,0,58,400,0
10,11.1395449638,540.211303259,288.196601125,570,264,1,0,58,400,9.37762316153
11,12.6488280296,153.542549854,387.476262917,121,394,1,0,58,400,4.19000898679
12,13.5966191292,549.605345686,337.441896094,556,344,0,0,58,400,0
13,14.4088690281,150.394654314,337.441896094,147,339,0,0,58,400,0
14,15.1261851788,546.457450146,387.476262917,554,389,0,0,58,400,0
15,16.0918459892,159.788696741,288.196601125,156,292,0,0,58,400,0
16,17.2686550617,530.965410493,435.155858313,536,427,0,0,58,400,0
17,18.0884571075,181.1344149,242.834641004,154,251,0,0,58,400,0
18,19.1718361378,504.102648555,477.48479795,502,467,0,0,58,400,0
19,19.9126729965,213.090578814,204.206274516,201,209,0,0,58,400,0
20,20.8121511936,467.557050458,511.803398875,459,503,0,0,58,400,0
21,21.6475131512,253.64926518,174.738663991,234,174,0,0,58,400,0
22,22.5385601521,423.624910537,535.955297178,413,521,0,0,58,400,0
23,23.3777000904,300.262022567,156.283367774,302,174,0,0,58,400,0
24,24.2478270531,375.066646713,548.422940263,387,550,0,0,58,400,0
25,25.0969660282,350.0,150.0,337,169,0,0,58,400,0
