julianX300Y250jl,A,2014-08-07

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin
0,0.711007118225,350.0,150.0,378,158,0,0,133,400,0
1,2.77030205727,324.933353287,548.422940263,324,460,1,0,133,400,22.4278661571
2,3.80429720879,399.737977433,156.283367774,381,147,0,0,133,400,0
3,5.00137615204,276.375089463,535.955297178,298,562,0,0,133,400,0
4,6.36364817619,446.35073482,174.738663991,444,123,0,0,133,400,0
5,7.17888212204,232.442949542,511.803398875,241,527,0,0,133,400,0
6,7.82717299461,486.909421186,204.206274516,448,211,0,0,133,400,0
7,8.53018903732,195.897351445,477.48479795,196,493,0,0,133,400,0
8,9.41838216782,518.8655851,242.834641004,558,215,0,0,133,400,0
9,10.2058520317,169.034589507,435.155858313,153,430,0,0,133,400,0
10,10.823264122,540.211303259,288.196601125,551,270,0,0,133,400,0
11,11.6290740967,153.542549854,387.476262917,205,357,0,0,133,400,0
12,12.1624791622,549.605345686,337.441896094,544,322,0,0,133,400,0
13,12.8802571297,150.394654314,337.441896094,189,312,0,0,133,400,0
14,13.4590520859,546.457450146,387.476262917,504,344,0,0,133,400,0
15,14.639591217,159.788696741,288.196601125,79,298,1,0,133,400,15.3813255643
16,15.6963760853,530.965410493,435.155858313,626,431,1,0,133,400,29.1254138548
17,16.354195118,181.1344149,242.834641004,166,268,0,0,133,400,0
18,17.2031321526,504.102648555,477.48479795,527,463,0,0,133,400,0
19,17.8903880119,213.090578814,204.206274516,232,231,0,0,133,400,0
20,18.6925590038,467.557050458,511.803398875,450,519,0,0,133,400,0
21,19.3673841953,253.64926518,174.738663991,235,182,0,0,133,400,0
22,20.2709121704,423.624910537,535.955297178,413,512,0,0,133,400,0
23,20.9594841003,300.262022567,156.283367774,311,160,0,0,133,400,0
24,21.8241341114,375.066646713,548.422940263,393,533,0,0,133,400,0
25,22.4941840172,350.0,150.0,346,154,0,0,133,400,0
